dataset,target_model,auto_encoder_weighting,auto_encoder_sampling,auto_encoder,instance_no,noise_std,kernel_width,jaccard_values,score,mse,predict_label,label
credit,NN,TRUE,FALSE,AE,10,0.8,,,0.729,0.012,[0],0
credit,NN,TRUE,FALSE,AE,10,0.9,,,0.72,0.013,[0],0
credit,NN,TRUE,FALSE,AE,10,1,,,0.734,0.008,[0],0
credit,NN,TRUE,FALSE,AE,11,0.1,,,0.74,0.003,[1],1
credit,NN,TRUE,FALSE,AE,11,0.2,,,0.738,0.001,[1],1
credit,NN,TRUE,FALSE,AE,11,0.3,,,0.723,0.002,[1],1
credit,NN,TRUE,FALSE,AE,11,0.4,,,0.73,0.002,[1],1
credit,NN,TRUE,FALSE,AE,11,0.5,,,0.728,0.002,[1],1
credit,NN,TRUE,FALSE,AE,11,0.6,,,0.731,0.004,[1],1
credit,NN,TRUE,FALSE,AE,11,0.7,,,0.736,0.005,[1],1
credit,NN,TRUE,FALSE,AE,11,0.8,,,0.727,0.001,[1],1
credit,NN,TRUE,FALSE,AE,11,0.9,,,0.724,0.003,[1],1
credit,NN,TRUE,FALSE,AE,11,1,,,0.731,0.003,[1],1
credit,NN,TRUE,FALSE,AE,12,0.1,,,0.721,0.003,[1],1
credit,NN,TRUE,FALSE,AE,12,0.2,,,0.736,0.002,[1],1
credit,NN,TRUE,FALSE,AE,12,0.3,,,0.73,0.002,[1],1
credit,NN,TRUE,FALSE,AE,12,0.4,,,0.733,0.001,[1],1
credit,NN,TRUE,FALSE,AE,12,0.5,,,0.73,0.002,[1],1
credit,NN,TRUE,FALSE,AE,12,0.6,,,0.733,0.001,[1],1
credit,NN,TRUE,FALSE,AE,12,0.7,,,0.726,0.002,[1],1
credit,NN,TRUE,FALSE,AE,12,0.8,,,0.723,0.002,[1],1
credit,NN,TRUE,FALSE,AE,12,0.9,,,0.726,0.002,[1],1
credit,NN,TRUE,FALSE,AE,12,1,,,0.725,0.001,[1],1
credit,NN,TRUE,FALSE,AE,13,0.1,,,0.742,0.002,[0],0
credit,NN,TRUE,FALSE,AE,13,0.2,,,0.76,0.001,[0],0
credit,NN,TRUE,FALSE,AE,13,0.3,,,0.767,0.002,[0],0
credit,NN,TRUE,FALSE,AE,13,0.4,,,0.766,0.001,[0],0
credit,NN,TRUE,FALSE,AE,13,0.5,,,0.762,0.001,[0],0
credit,NN,TRUE,FALSE,AE,13,0.6,,,0.755,0.001,[0],0
credit,NN,TRUE,FALSE,AE,13,0.7,,,0.756,0.001,[0],0
credit,NN,TRUE,FALSE,AE,13,0.8,,,0.754,0.002,[0],0
credit,NN,TRUE,FALSE,AE,13,0.9,,,0.761,0.001,[0],0
credit,NN,TRUE,FALSE,AE,13,1,,,0.766,0.002,[0],0
credit,NN,TRUE,FALSE,AE,14,0.1,,,0.763,0.014,[1],1
credit,NN,TRUE,FALSE,AE,14,0.2,,,0.767,0.018,[1],1
credit,NN,TRUE,FALSE,AE,14,0.3,,,0.768,0.019,[1],1
credit,NN,TRUE,FALSE,AE,14,0.4,,,0.777,0.024,[1],1
credit,NN,TRUE,FALSE,AE,14,0.5,,,0.721,0.015,[1],1
credit,NN,TRUE,FALSE,AE,14,0.6,,,0.759,0.013,[1],1
credit,NN,TRUE,FALSE,AE,14,0.7,,,0.77,0.016,[1],1
credit,NN,TRUE,FALSE,AE,14,0.8,,,0.757,0.014,[1],1
credit,NN,TRUE,FALSE,AE,14,0.9,,,0.761,0.015,[1],1
credit,NN,TRUE,FALSE,AE,14,1,,,0.76,0.018,[1],1
credit,NN,TRUE,FALSE,AE,15,0.1,,,0.639,0.003,[0],0
credit,NN,TRUE,FALSE,AE,15,0.2,,,0.62,0.001,[0],0
credit,NN,TRUE,FALSE,AE,15,0.3,,,0.634,0.003,[0],0
credit,NN,TRUE,FALSE,AE,15,0.4,,,0.627,0.004,[0],0
credit,NN,TRUE,FALSE,AE,15,0.5,,,0.629,0.003,[0],0
credit,NN,TRUE,FALSE,AE,15,0.6,,,0.653,0,[0],0
credit,NN,TRUE,FALSE,AE,15,0.7,,,0.621,0.002,[0],0
credit,NN,TRUE,FALSE,AE,15,0.8,,,0.637,0.002,[0],0
credit,NN,TRUE,FALSE,AE,15,0.9,,,0.619,0.003,[0],0
credit,NN,TRUE,FALSE,AE,15,1,,,0.619,0.002,[0],0
credit,NN,TRUE,FALSE,AE,16,0.1,,,0.685,0.002,[0],0
credit,NN,TRUE,FALSE,AE,16,0.2,,,0.675,0.005,[0],0
credit,NN,TRUE,FALSE,AE,16,0.3,,,0.678,0.005,[0],0
credit,NN,TRUE,FALSE,AE,16,0.4,,,0.67,0.006,[0],0
credit,NN,TRUE,FALSE,AE,16,0.5,,,0.671,0.006,[0],0
credit,NN,TRUE,FALSE,AE,16,0.6,,,0.681,0.004,[0],0
credit,NN,TRUE,FALSE,AE,16,0.7,,,0.664,0.003,[0],0
credit,NN,TRUE,FALSE,AE,16,0.8,,,0.667,0.006,[0],0
credit,NN,TRUE,FALSE,AE,16,0.9,,,0.677,0.004,[0],0
credit,NN,TRUE,FALSE,AE,16,1,,,0.676,0.003,[0],0
credit,NN,TRUE,FALSE,AE,17,0.1,,,0.724,0.036,[1],1
credit,NN,TRUE,FALSE,AE,17,0.2,,,0.774,0.041,[1],1
credit,NN,TRUE,FALSE,AE,17,0.3,,,0.727,0.035,[1],1
credit,NN,TRUE,FALSE,AE,17,0.4,,,0.721,0.038,[1],1
credit,NN,TRUE,FALSE,AE,17,0.5,,,0.728,0.037,[1],1
credit,NN,TRUE,FALSE,AE,17,0.6,,,0.716,0.035,[1],1
credit,NN,TRUE,FALSE,AE,17,0.7,,,0.733,0.043,[1],1
credit,NN,TRUE,FALSE,AE,17,0.8,,,0.713,0.038,[1],1
credit,NN,TRUE,FALSE,AE,17,0.9,,,0.687,0.037,[1],1
credit,NN,TRUE,FALSE,AE,17,1,,,0.715,0.037,[1],1
credit,NN,TRUE,FALSE,AE,18,0.1,,,0.743,0.026,[0],1
credit,NN,TRUE,FALSE,AE,18,0.2,,,0.695,0.038,[0],1
credit,NN,TRUE,FALSE,AE,18,0.3,,,0.749,0.035,[0],1
credit,NN,TRUE,FALSE,AE,18,0.4,,,0.707,0.045,[0],1
credit,NN,TRUE,FALSE,AE,18,0.5,,,0.742,0.038,[0],1
credit,NN,TRUE,FALSE,AE,18,0.6,,,0.738,0.023,[0],1
credit,NN,TRUE,FALSE,AE,18,0.7,,,0.752,0.032,[0],1
credit,NN,TRUE,FALSE,AE,18,0.8,,,0.754,0.033,[0],1
credit,NN,TRUE,FALSE,AE,18,0.9,,,0.697,0.036,[0],1
credit,NN,TRUE,FALSE,AE,18,1,,,0.687,0.032,[0],1
credit,NN,TRUE,FALSE,AE,19,0.1,,,0.69,0.013,[1],1
credit,NN,TRUE,FALSE,AE,19,0.2,,,0.671,0.009,[1],1
credit,NN,TRUE,FALSE,AE,19,0.3,,,0.678,0.01,[1],1
credit,NN,TRUE,FALSE,AE,19,0.4,,,0.677,0.013,[1],1
credit,NN,TRUE,FALSE,AE,19,0.5,,,0.674,0.012,[1],1
credit,NN,TRUE,FALSE,AE,19,0.6,,,0.677,0.012,[1],1
credit,NN,TRUE,FALSE,AE,19,0.7,,,0.68,0.01,[1],1
credit,NN,TRUE,FALSE,AE,19,0.8,,,0.668,0.013,[1],1
credit,NN,TRUE,FALSE,AE,19,0.9,,,0.682,0.009,[1],1
credit,NN,TRUE,FALSE,AE,19,1,,,0.661,0.011,[1],1
credit,NN,TRUE,FALSE,AE,2,0.1,,,0.778,0.018,[0],0
credit,NN,TRUE,FALSE,AE,2,0.2,,,0.764,0.028,[0],0
credit,NN,TRUE,FALSE,AE,2,0.3,,,0.785,0.018,[0],0
credit,NN,TRUE,FALSE,AE,2,0.4,,,0.779,0.02,[0],0
credit,NN,TRUE,FALSE,AE,2,0.5,,,0.773,0.035,[0],0
credit,NN,TRUE,FALSE,AE,2,0.6,,,0.786,0.015,[0],0
credit,NN,TRUE,FALSE,AE,2,0.7,,,0.775,0.017,[0],0
credit,NN,TRUE,FALSE,AE,2,0.8,,,0.772,0.015,[0],0
credit,NN,TRUE,FALSE,AE,2,0.9,,,0.773,0.013,[0],0
credit,NN,TRUE,FALSE,AE,2,1,,,0.78,0.021,[0],0
credit,NN,TRUE,FALSE,AE,20,0.1,,,0.743,0.001,[0],0
credit,NN,TRUE,FALSE,AE,20,0.2,,,0.73,0.002,[0],0
credit,NN,TRUE,FALSE,AE,20,0.3,,,0.747,0.001,[0],0
credit,NN,TRUE,FALSE,AE,20,0.4,,,0.728,0.002,[0],0
credit,NN,TRUE,FALSE,AE,20,0.5,,,0.724,0.001,[0],0
credit,NN,TRUE,FALSE,AE,20,0.6,,,0.73,0.001,[0],0
credit,NN,TRUE,FALSE,AE,20,0.7,,,0.737,0.001,[0],0
credit,NN,TRUE,FALSE,AE,20,0.8,,,0.741,0.001,[0],0
credit,NN,TRUE,FALSE,AE,20,0.9,,,0.734,0.002,[0],0
credit,NN,TRUE,FALSE,AE,20,1,,,0.731,0.001,[0],0
credit,NN,TRUE,FALSE,AE,21,0.1,,,0.672,0.001,[0],0
credit,NN,TRUE,FALSE,AE,21,0.2,,,0.679,0.005,[0],0
credit,NN,TRUE,FALSE,AE,21,0.3,,,0.659,0.001,[0],0
credit,NN,TRUE,FALSE,AE,21,0.4,,,0.664,0.003,[0],0
credit,NN,TRUE,FALSE,AE,21,0.5,,,0.674,0.004,[0],0
credit,NN,TRUE,FALSE,AE,21,0.6,,,0.662,0.007,[0],0
credit,NN,TRUE,FALSE,AE,21,0.7,,,0.67,0.007,[0],0
credit,NN,TRUE,FALSE,AE,21,0.8,,,0.668,0.003,[0],0
credit,NN,TRUE,FALSE,AE,21,0.9,,,0.673,0.003,[0],0
credit,NN,TRUE,FALSE,AE,21,1,,,0.66,0.004,[0],0
credit,NN,TRUE,FALSE,AE,22,0.1,,,0.722,0,[1],1
credit,NN,TRUE,FALSE,AE,22,0.2,,,0.729,0,[1],1
credit,NN,TRUE,FALSE,AE,22,0.3,,,0.716,0,[1],1
credit,NN,TRUE,FALSE,AE,22,0.4,,,0.718,0,[1],1
credit,NN,TRUE,FALSE,AE,22,0.5,,,0.717,0,[1],1
credit,NN,TRUE,FALSE,AE,22,0.6,,,0.728,0,[1],1
credit,NN,TRUE,FALSE,AE,22,0.7,,,0.729,0,[1],1
credit,NN,TRUE,FALSE,AE,22,0.8,,,0.727,0,[1],1
credit,NN,TRUE,FALSE,AE,22,0.9,,,0.725,0,[1],1
credit,NN,TRUE,FALSE,AE,22,1,,,0.701,0.001,[1],1
credit,NN,TRUE,FALSE,AE,23,0.1,,,0.709,0.002,[1],0
credit,NN,TRUE,FALSE,AE,23,0.2,,,0.714,0.001,[1],0
credit,NN,TRUE,FALSE,AE,23,0.3,,,0.708,0,[1],0
credit,NN,TRUE,FALSE,AE,23,0.4,,,0.697,0.001,[1],0
credit,NN,TRUE,FALSE,AE,23,0.5,,,0.692,0.001,[1],0
credit,NN,TRUE,FALSE,AE,23,0.6,,,0.698,0.001,[1],0
credit,NN,TRUE,FALSE,AE,23,0.7,,,0.701,0.001,[1],0
credit,NN,TRUE,FALSE,AE,23,0.8,,,0.714,0.001,[1],0
credit,NN,TRUE,FALSE,AE,23,0.9,,,0.7,0,[1],0
credit,NN,TRUE,FALSE,AE,23,1,,,0.703,0.001,[1],0
credit,NN,TRUE,FALSE,AE,24,0.1,,,0.645,0.006,[0],0
credit,NN,TRUE,FALSE,AE,24,0.2,,,0.624,0.005,[0],0
credit,NN,TRUE,FALSE,AE,24,0.3,,,0.633,0.007,[0],0
credit,NN,TRUE,FALSE,AE,24,0.4,,,0.61,0.006,[0],0
credit,NN,TRUE,FALSE,AE,24,0.5,,,0.644,0.005,[0],0
credit,NN,TRUE,FALSE,AE,24,0.6,,,0.638,0.004,[0],0
credit,NN,TRUE,FALSE,AE,24,0.7,,,0.624,0.007,[0],0
credit,NN,TRUE,FALSE,AE,24,0.8,,,0.641,0.004,[0],0
credit,NN,TRUE,FALSE,AE,24,0.9,,,0.635,0.006,[0],0
credit,NN,TRUE,FALSE,AE,24,1,,,0.645,0.009,[0],0
credit,NN,TRUE,FALSE,AE,25,0.1,,,0.752,0.007,[0],0
credit,NN,TRUE,FALSE,AE,25,0.2,,,0.72,0.004,[0],0
credit,NN,TRUE,FALSE,AE,25,0.3,,,0.733,0.006,[0],0
credit,NN,TRUE,FALSE,AE,25,0.4,,,0.725,0.004,[0],0
credit,NN,TRUE,FALSE,AE,25,0.5,,,0.733,0.005,[0],0
credit,NN,TRUE,FALSE,AE,25,0.6,,,0.728,0.005,[0],0
credit,NN,TRUE,FALSE,AE,25,0.7,,,0.729,0.006,[0],0
credit,NN,TRUE,FALSE,AE,25,0.8,,,0.722,0.005,[0],0
credit,NN,TRUE,FALSE,AE,25,0.9,,,0.73,0.007,[0],0
credit,NN,TRUE,FALSE,AE,25,1,,,0.731,0.005,[0],0
credit,NN,TRUE,FALSE,AE,26,0.1,,,0.784,0.017,[1],1
credit,NN,TRUE,FALSE,AE,26,0.2,,,0.773,0.013,[1],1
credit,NN,TRUE,FALSE,AE,26,0.3,,,0.776,0.015,[1],1
credit,NN,TRUE,FALSE,AE,26,0.4,,,0.772,0.016,[1],1
credit,NN,TRUE,FALSE,AE,26,0.5,,,0.772,0.014,[1],1
credit,NN,TRUE,FALSE,AE,26,0.6,,,0.789,0.014,[1],1
credit,NN,TRUE,FALSE,AE,26,0.7,,,0.786,0.018,[1],1
credit,NN,TRUE,FALSE,AE,26,0.8,,,0.785,0.019,[1],1
credit,NN,TRUE,FALSE,AE,26,0.9,,,0.784,0.018,[1],1
credit,NN,TRUE,FALSE,AE,26,1,,,0.77,0.014,[1],1
credit,NN,TRUE,FALSE,AE,27,0.1,,,0.772,0.006,[1],1
credit,NN,TRUE,FALSE,AE,27,0.2,,,0.763,0.013,[1],1
credit,NN,TRUE,FALSE,AE,27,0.3,,,0.777,0.005,[1],1
credit,NN,TRUE,FALSE,AE,27,0.4,,,0.772,0.012,[1],1
credit,NN,TRUE,FALSE,AE,27,0.5,,,0.772,0.005,[1],1
credit,NN,TRUE,FALSE,AE,27,0.6,,,0.768,0.008,[1],1
credit,NN,TRUE,FALSE,AE,27,0.7,,,0.709,0.029,[1],1
credit,NN,TRUE,FALSE,AE,27,0.8,,,0.758,0.012,[1],1
credit,NN,TRUE,FALSE,AE,27,0.9,,,0.78,0.007,[1],1
credit,NN,TRUE,FALSE,AE,27,1,,,0.775,0.009,[1],1
credit,NN,TRUE,FALSE,AE,28,0.1,,,0.714,0.001,[1],0
credit,NN,TRUE,FALSE,AE,28,0.2,,,0.721,0.001,[1],0
credit,NN,TRUE,FALSE,AE,28,0.3,,,0.723,0.001,[1],0
credit,NN,TRUE,FALSE,AE,28,0.4,,,0.715,0.001,[1],0
credit,NN,TRUE,FALSE,AE,28,0.5,,,0.717,0,[1],0
credit,NN,TRUE,FALSE,AE,28,0.6,,,0.718,0,[1],0
credit,NN,TRUE,FALSE,AE,28,0.7,,,0.724,0.002,[1],0
credit,NN,TRUE,FALSE,AE,28,0.8,,,0.708,0.001,[1],0
credit,NN,TRUE,FALSE,AE,28,0.9,,,0.718,0.002,[1],0
credit,NN,TRUE,FALSE,AE,28,1,,,0.727,0.001,[1],0
credit,NN,TRUE,FALSE,AE,29,0.1,,,0.671,0.001,[1],1
credit,NN,TRUE,FALSE,AE,29,0.2,,,0.681,0.003,[1],1
credit,NN,TRUE,FALSE,AE,29,0.3,,,0.667,0.004,[1],1
credit,NN,TRUE,FALSE,AE,29,0.4,,,0.725,0.002,[1],1
credit,NN,TRUE,FALSE,AE,29,0.5,,,0.73,0.003,[1],1
credit,NN,TRUE,FALSE,AE,29,0.6,,,0.669,0.003,[1],1
credit,NN,TRUE,FALSE,AE,29,0.7,,,0.724,0.002,[1],1
credit,NN,TRUE,FALSE,AE,29,0.8,,,0.728,0.002,[1],1
credit,NN,TRUE,FALSE,AE,29,0.9,,,0.732,0.001,[1],1
credit,NN,TRUE,FALSE,AE,29,1,,,0.716,0.002,[1],1
credit,NN,TRUE,FALSE,AE,3,0.1,,,0.756,0.002,[1],1
credit,NN,TRUE,FALSE,AE,3,0.2,,,0.771,0.001,[1],1
credit,NN,TRUE,FALSE,AE,3,0.3,,,0.753,0,[1],1
credit,NN,TRUE,FALSE,AE,3,0.4,,,0.761,0,[1],1
credit,NN,TRUE,FALSE,AE,3,0.5,,,0.759,0.002,[1],1
credit,NN,TRUE,FALSE,AE,3,0.6,,,0.756,0.001,[1],1
credit,NN,TRUE,FALSE,AE,3,0.7,,,0.762,0.001,[1],1
credit,NN,TRUE,FALSE,AE,3,0.8,,,0.775,0.001,[1],1
credit,NN,TRUE,FALSE,AE,3,0.9,,,0.749,0,[1],1
credit,NN,TRUE,FALSE,AE,3,1,,,0.751,0.001,[1],1
credit,NN,TRUE,FALSE,AE,30,0.1,,,0.766,0.007,[0],0
credit,NN,TRUE,FALSE,AE,30,0.2,,,0.776,0.009,[0],0
credit,NN,TRUE,FALSE,AE,30,0.3,,,0.771,0.006,[0],0
credit,NN,TRUE,FALSE,AE,30,0.4,,,0.772,0.007,[0],0
credit,NN,TRUE,FALSE,AE,30,0.5,,,0.77,0.009,[0],0
credit,NN,TRUE,FALSE,AE,30,0.6,,,0.774,0.009,[0],0
credit,NN,TRUE,FALSE,AE,30,0.7,,,0.766,0.008,[0],0
credit,NN,TRUE,FALSE,AE,30,0.8,,,0.783,0.007,[0],0
credit,NN,TRUE,FALSE,AE,30,0.9,,,0.771,0.009,[0],0
credit,NN,TRUE,FALSE,AE,30,1,,,0.771,0.007,[0],0
credit,NN,TRUE,FALSE,AE,31,0.1,,,0.624,0.009,[1],1
credit,NN,TRUE,FALSE,AE,31,0.2,,,0.632,0.008,[1],1
credit,NN,TRUE,FALSE,AE,31,0.3,,,0.634,0.01,[1],1
credit,NN,TRUE,FALSE,AE,31,0.4,,,0.635,0.006,[1],1
credit,NN,TRUE,FALSE,AE,31,0.5,,,0.646,0.006,[1],1
credit,NN,TRUE,FALSE,AE,31,0.6,,,0.651,0.004,[1],1
credit,NN,TRUE,FALSE,AE,31,0.7,,,0.649,0.002,[1],1
credit,NN,TRUE,FALSE,AE,31,0.8,,,0.613,0.008,[1],1
credit,NN,TRUE,FALSE,AE,31,0.9,,,0.627,0.007,[1],1
credit,NN,TRUE,FALSE,AE,31,1,,,0.637,0.004,[1],1
credit,NN,TRUE,FALSE,AE,32,0.1,,,0.734,0.006,[0],0
credit,NN,TRUE,FALSE,AE,32,0.2,,,0.729,0.006,[0],0
credit,NN,TRUE,FALSE,AE,32,0.3,,,0.721,0.004,[0],0
credit,NN,TRUE,FALSE,AE,32,0.4,,,0.726,0.006,[0],0
credit,NN,TRUE,FALSE,AE,32,0.5,,,0.798,0.013,[0],0
credit,NN,TRUE,FALSE,AE,32,0.6,,,0.723,0.008,[0],0
credit,NN,TRUE,FALSE,AE,32,0.7,,,0.726,0.007,[0],0
credit,NN,TRUE,FALSE,AE,32,0.8,,,0.733,0.005,[0],0
credit,NN,TRUE,FALSE,AE,32,0.9,,,0.737,0.006,[0],0
credit,NN,TRUE,FALSE,AE,32,1,,,0.784,0.014,[0],0
credit,NN,TRUE,FALSE,AE,33,0.1,,,0.771,0,[0],0
credit,NN,TRUE,FALSE,AE,33,0.2,,,0.778,0,[0],0
credit,NN,TRUE,FALSE,AE,33,0.3,,,0.766,0,[0],0
credit,NN,TRUE,FALSE,AE,33,0.4,,,0.77,0,[0],0
credit,NN,TRUE,FALSE,AE,33,0.5,,,0.778,0,[0],0
credit,NN,TRUE,FALSE,AE,33,0.6,,,0.769,0,[0],0
credit,NN,TRUE,FALSE,AE,33,0.7,,,0.774,0,[0],0
credit,NN,TRUE,FALSE,AE,33,0.8,,,0.771,0,[0],0
credit,NN,TRUE,FALSE,AE,33,0.9,,,0.762,0,[0],0
credit,NN,TRUE,FALSE,AE,33,1,,,0.778,0,[0],0
credit,NN,TRUE,FALSE,AE,34,0.1,,,0.717,0,[1],1
credit,NN,TRUE,FALSE,AE,34,0.2,,,0.713,0.001,[1],1
credit,NN,TRUE,FALSE,AE,34,0.3,,,0.722,0,[1],1
credit,NN,TRUE,FALSE,AE,34,0.4,,,0.724,0,[1],1
credit,NN,TRUE,FALSE,AE,34,0.5,,,0.725,0,[1],1
credit,NN,TRUE,FALSE,AE,34,0.6,,,0.734,0,[1],1
credit,NN,TRUE,FALSE,AE,34,0.7,,,0.724,0.001,[1],1
credit,NN,TRUE,FALSE,AE,34,0.8,,,0.726,0,[1],1
credit,NN,TRUE,FALSE,AE,34,0.9,,,0.722,0,[1],1
credit,NN,TRUE,FALSE,AE,34,1,,,0.731,0,[1],1
credit,NN,TRUE,FALSE,AE,35,0.1,,,0.659,0,[0],0
credit,NN,TRUE,FALSE,AE,35,0.2,,,0.69,0,[0],0
credit,NN,TRUE,FALSE,AE,35,0.3,,,0.678,0,[0],0
credit,NN,TRUE,FALSE,AE,35,0.4,,,0.68,0,[0],0
credit,NN,TRUE,FALSE,AE,35,0.5,,,0.682,0,[0],0
credit,NN,TRUE,FALSE,AE,35,0.6,,,0.692,0,[0],0
credit,NN,TRUE,FALSE,AE,35,0.7,,,0.688,0,[0],0
credit,NN,TRUE,FALSE,AE,35,0.8,,,0.69,0,[0],0
credit,NN,TRUE,FALSE,AE,35,0.9,,,0.68,0,[0],0
credit,NN,TRUE,FALSE,AE,35,1,,,0.679,0,[0],0
credit,NN,TRUE,FALSE,AE,36,0.1,,,0.716,0.011,[0],0
credit,NN,TRUE,FALSE,AE,36,0.2,,,0.704,0.002,[0],0
credit,NN,TRUE,FALSE,AE,36,0.3,,,0.706,0.01,[0],0
credit,NN,TRUE,FALSE,AE,36,0.4,,,0.703,0.008,[0],0
credit,NN,TRUE,FALSE,AE,36,0.5,,,0.708,0.006,[0],0
credit,NN,TRUE,FALSE,AE,36,0.6,,,0.713,0.004,[0],0
credit,NN,TRUE,FALSE,AE,36,0.7,,,0.709,0.012,[0],0
credit,NN,TRUE,FALSE,AE,36,0.8,,,0.71,0.009,[0],0
credit,NN,TRUE,FALSE,AE,36,0.9,,,0.713,0.012,[0],0
credit,NN,TRUE,FALSE,AE,36,1,,,0.693,0.007,[0],0
credit,NN,TRUE,FALSE,AE,37,0.1,,,0.725,0.013,[1],1
credit,NN,TRUE,FALSE,AE,37,0.2,,,0.77,0.009,[1],1
credit,NN,TRUE,FALSE,AE,37,0.3,,,0.729,0.011,[1],1
credit,NN,TRUE,FALSE,AE,37,0.4,,,0.765,0.011,[1],1
credit,NN,TRUE,FALSE,AE,37,0.5,,,0.776,0.007,[1],1
credit,NN,TRUE,FALSE,AE,37,0.6,,,0.734,0.004,[1],1
credit,NN,TRUE,FALSE,AE,37,0.7,,,0.724,0.008,[1],1
credit,NN,TRUE,FALSE,AE,37,0.8,,,0.729,0.014,[1],1
credit,NN,TRUE,FALSE,AE,37,0.9,,,0.785,0.002,[1],1
credit,NN,TRUE,FALSE,AE,37,1,,,0.783,0.008,[1],1
credit,NN,TRUE,FALSE,AE,38,0.1,,,0.701,0.002,[1],1
credit,NN,TRUE,FALSE,AE,38,0.2,,,0.719,0.001,[1],1
credit,NN,TRUE,FALSE,AE,38,0.3,,,0.697,0.005,[1],1
credit,NN,TRUE,FALSE,AE,38,0.4,,,0.71,0,[1],1
credit,NN,TRUE,FALSE,AE,38,0.5,,,0.711,0,[1],1
credit,NN,TRUE,FALSE,AE,38,0.6,,,0.709,0.005,[1],1
credit,NN,TRUE,FALSE,AE,38,0.7,,,0.707,0.006,[1],1
credit,NN,TRUE,FALSE,AE,38,0.8,,,0.692,0.006,[1],1
credit,NN,TRUE,FALSE,AE,38,0.9,,,0.699,0.001,[1],1
credit,NN,TRUE,FALSE,AE,38,1,,,0.71,0.005,[1],1
credit,NN,TRUE,FALSE,AE,39,0.1,,,0.765,0.005,[1],1
credit,NN,TRUE,FALSE,AE,39,0.2,,,0.761,0.006,[1],1
credit,NN,TRUE,FALSE,AE,39,0.3,,,0.76,0.005,[1],1
credit,NN,TRUE,FALSE,AE,39,0.4,,,0.782,0.002,[1],1
credit,NN,TRUE,FALSE,AE,39,0.5,,,0.776,0.003,[1],1
credit,NN,TRUE,FALSE,AE,39,0.6,,,0.773,0.004,[1],1
credit,NN,TRUE,FALSE,AE,39,0.7,,,0.778,0.003,[1],1
credit,NN,TRUE,FALSE,AE,39,0.8,,,0.763,0.004,[1],1
credit,NN,TRUE,FALSE,AE,39,0.9,,,0.773,0.004,[1],1
credit,NN,TRUE,FALSE,AE,39,1,,,0.771,0.006,[1],1
credit,NN,TRUE,FALSE,AE,4,0.1,,,0.77,0.002,[1],1
credit,NN,TRUE,FALSE,AE,4,0.2,,,0.76,0.003,[1],1
credit,NN,TRUE,FALSE,AE,4,0.3,,,0.777,0,[1],1
credit,NN,TRUE,FALSE,AE,4,0.4,,,0.774,0,[1],1
credit,NN,TRUE,FALSE,AE,4,0.5,,,0.773,0.002,[1],1
credit,NN,TRUE,FALSE,AE,4,0.6,,,0.761,0.002,[1],1
credit,NN,TRUE,FALSE,AE,4,0.7,,,0.773,0,[1],1
credit,NN,TRUE,FALSE,AE,4,0.8,,,0.76,0.004,[1],1
credit,NN,TRUE,FALSE,AE,4,0.9,,,0.753,0.003,[1],1
credit,NN,TRUE,FALSE,AE,4,1,,,0.766,0.002,[1],1
credit,NN,TRUE,FALSE,AE,40,0.1,,,0.766,0.008,[1],1
credit,NN,TRUE,FALSE,AE,40,0.2,,,0.771,0.007,[1],1
credit,NN,TRUE,FALSE,AE,40,0.3,,,0.774,0.01,[1],1
credit,NN,TRUE,FALSE,AE,40,0.4,,,0.764,0.007,[1],1
credit,NN,TRUE,FALSE,AE,40,0.5,,,0.782,0.006,[1],1
credit,NN,TRUE,FALSE,AE,40,0.6,,,0.768,0.009,[1],1
credit,NN,TRUE,FALSE,AE,40,0.7,,,0.754,0.006,[1],1
credit,NN,TRUE,FALSE,AE,40,0.8,,,0.773,0.009,[1],1
credit,NN,TRUE,FALSE,AE,40,0.9,,,0.764,0.007,[1],1
credit,NN,TRUE,FALSE,AE,40,1,,,0.77,0.009,[1],1
credit,NN,TRUE,FALSE,AE,41,0.1,,,0.752,0.009,[1],1
credit,NN,TRUE,FALSE,AE,41,0.2,,,0.755,0.005,[1],1
credit,NN,TRUE,FALSE,AE,41,0.3,,,0.752,0.004,[1],1
credit,NN,TRUE,FALSE,AE,41,0.4,,,0.755,0.006,[1],1
credit,NN,TRUE,FALSE,AE,41,0.5,,,0.751,0.005,[1],1
credit,NN,TRUE,FALSE,AE,41,0.6,,,0.747,0.004,[1],1
credit,NN,TRUE,FALSE,AE,41,0.7,,,0.755,0.004,[1],1
credit,NN,TRUE,FALSE,AE,41,0.8,,,0.75,0.004,[1],1
credit,NN,TRUE,FALSE,AE,41,0.9,,,0.755,0.005,[1],1
credit,NN,TRUE,FALSE,AE,41,1,,,0.74,0.004,[1],1
credit,NN,TRUE,FALSE,AE,42,0.1,,,0.761,0.062,[0],0
credit,NN,TRUE,FALSE,AE,42,0.2,,,0.755,0.068,[0],0
credit,NN,TRUE,FALSE,AE,42,0.3,,,0.77,0.057,[0],0
credit,NN,TRUE,FALSE,AE,42,0.4,,,0.758,0.066,[0],0
credit,NN,TRUE,FALSE,AE,42,0.5,,,0.72,0.07,[0],0
credit,NN,TRUE,FALSE,AE,42,0.6,,,0.768,0.064,[0],0
credit,NN,TRUE,FALSE,AE,42,0.7,,,0.757,0.059,[0],0
credit,NN,TRUE,FALSE,AE,42,0.8,,,0.762,0.061,[0],0
credit,NN,TRUE,FALSE,AE,42,0.9,,,0.719,0.069,[0],0
