dataset,target_model,auto_encoder_weighting,auto_encoder_sampling,auto_encoder,instance_no,noise_std,kernel_width,jaccard_values,score,mse,predict_label,label
boston,NN,TRUE,TRUE,CVAE,21,0.6,0,,0.972,0,[0.48496863],0.535555556
boston,NN,TRUE,TRUE,CVAE,21,0.7,0,,0.965,0.004,[0.48496863],0.535555556
boston,NN,TRUE,TRUE,CVAE,21,0.8,0,,0.975,0.004,[0.48496863],0.535555556
boston,NN,TRUE,TRUE,CVAE,21,0.9,0,,0.978,0,[0.48496863],0.535555556
boston,NN,TRUE,TRUE,CVAE,21,1,0,,0.979,0.005,[0.48496863],0.535555556
boston,NN,TRUE,TRUE,CVAE,22,0.01,0,,0.815,0.004,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.05,0,,0.996,0.004,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.1,0,,0.995,0.003,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.2,0,,0.98,0.005,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.3,0,,0.97,0.006,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.4,0,,0.972,0.012,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.5,0,,0.97,0.001,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.6,0,,0.966,0.004,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.7,0,,0.963,0.013,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.8,0,,0.964,0.015,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,0.9,0,,0.964,0.016,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,22,1,0,,0.966,0.005,[0.21804708],0.171111111
boston,NN,TRUE,TRUE,CVAE,23,0.01,0,,0.82,0,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.05,0,,0.979,0,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.1,0,,0.954,0.001,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.2,0,,0.973,0,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.3,0,,0.97,0,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.4,0,,0.966,0,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.5,0,,0.958,0.004,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.6,0,,0.957,0,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.7,0,,0.958,0.004,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.8,0,,0.963,0.004,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,0.9,0,,0.964,0.008,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,23,1,0,,0.964,0,[0.3660452],0.386666667
boston,NN,TRUE,TRUE,CVAE,24,0.01,0,,0.667,0.005,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.05,0,,0.936,0.005,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.1,0,,0.765,0.005,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.2,0,,0.686,0.005,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.3,0,,0.784,0.006,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.4,0,,0.861,0.005,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.5,0,,0.887,0.007,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.6,0,,0.912,0.005,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.7,0,,0.935,0.001,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.8,0,,0.943,0.005,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,0.9,0,,0.951,0.008,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,24,1,0,,0.953,0.007,[0.3374125],0.204444444
boston,NN,TRUE,TRUE,CVAE,25,0.01,0,,0.694,0.001,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.05,0,,0.921,0.001,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.1,0,,0.775,0.001,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.2,0,,0.658,0.002,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.3,0,,0.724,0.001,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.4,0,,0.854,0.001,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.5,0,,0.884,0.002,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.6,0,,0.918,0.001,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.7,0,,0.932,0.003,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.8,0,,0.946,0.003,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,0.9,0,,0.955,0.001,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,25,1,0,,0.957,0.002,[0.29052314],0.195555556
boston,NN,TRUE,TRUE,CVAE,26,0.01,0,,0.89,0.006,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.05,0,,0.934,0.005,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.1,0,,0.867,0.006,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.2,0,,0.966,0.005,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.3,0,,0.956,0.008,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.4,0,,0.943,0.003,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.5,0,,0.947,0.023,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.6,0,,0.951,0.024,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.7,0,,0.957,0.007,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.8,0,,0.962,0.013,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,0.9,0,,0.967,0.026,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,26,1,0,,0.971,0.001,[0.46628562],0.34
boston,NN,TRUE,TRUE,CVAE,27,0.01,0,,0.205,0.003,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.05,0,,0.894,0.003,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.1,0,,0.837,0.003,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.2,0,,0.879,0.002,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.3,0,,0.895,0.003,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.4,0,,0.906,0.004,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.5,0,,0.919,0.004,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.6,0,,0.922,0.002,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.7,0,,0.929,0.003,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.8,0,,0.939,0.004,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,0.9,0,,0.944,0.004,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,27,1,0,,0.949,0.004,[0.15480828],0.22
boston,NN,TRUE,TRUE,CVAE,28,0.01,0,,0.841,0,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.05,0,,0.999,0,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.1,0,,0.996,0,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.2,0,,0.972,0,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.3,0,,0.973,0,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.4,0,,0.972,0.003,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.5,0,,0.968,0.001,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.6,0,,0.961,0.001,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.7,0,,0.961,0,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.8,0,,0.962,0.004,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,0.9,0,,0.964,0.001,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,28,1,0,,0.966,0,[0.33270264],0.371111111
boston,NN,TRUE,TRUE,CVAE,29,0.01,0,,0.83,0.001,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.05,0,,0.999,0.002,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.1,0,,0.997,0,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.2,0,,0.974,0.003,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.3,0,,0.971,0.001,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.4,0,,0.972,0.002,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.5,0,,0.966,0,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.6,0,,0.965,0.001,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.7,0,,0.962,0.001,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.8,0,,0.963,0.001,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,0.9,0,,0.964,0.002,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,29,1,0,,0.967,0.006,[0.2711547],0.295555556
boston,NN,TRUE,TRUE,CVAE,3,0.01,0,,0.917,0.003,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.05,0,,0.974,0.003,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.1,0,,0.949,0.003,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.2,0,,0.85,0.003,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.3,0,,0.873,0.005,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.4,0,,0.903,0.001,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.5,0,,0.923,0.007,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.6,0,,0.943,0.001,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.7,0,,0.958,0.017,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.8,0,,0.963,0.004,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,0.9,0,,0.972,0,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,3,1,0,,0.974,0.007,[0.45550138],0.395555556
boston,NN,TRUE,TRUE,CVAE,30,0.01,0,,0.831,0.001,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.05,0,,0.99,0.001,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.1,0,,0.966,0.001,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.2,0,,0.969,0,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.3,0,,0.97,0.001,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.4,0,,0.966,0.002,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.5,0,,0.959,0.002,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.6,0,,0.957,0.004,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.7,0,,0.959,0.011,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.8,0,,0.962,0.005,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,0.9,0,,0.965,0,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,30,1,0,,0.967,0.008,[0.38691375],0.402222222
boston,NN,TRUE,TRUE,CVAE,31,0.01,0,,0.899,0,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.05,0,,0.993,0,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.1,0,,0.918,0,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.2,0,,0.943,0,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.3,0,,0.942,0.003,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.4,0,,0.925,0,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.5,0,,0.942,0,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.6,0,,0.951,0.001,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.7,0,,0.959,0.007,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.8,0,,0.964,0,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,0.9,0,,0.968,0.005,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,31,1,0,,0.972,0.007,[0.3572587],0.417777778
boston,NN,TRUE,TRUE,CVAE,32,0.01,0,,0.531,0.002,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.05,0,,0.575,0.002,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.1,0,,0.686,0.002,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.2,0,,0.771,0.001,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.3,0,,0.831,0.002,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.4,0,,0.877,0.002,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.5,0,,0.894,0.002,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.6,0,,0.915,0.002,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.7,0,,0.929,0.003,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.8,0,,0.944,0.003,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,0.9,0,,0.952,0.003,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,32,1,0,,0.953,0.002,[0.29608512],0.222222222
boston,NN,TRUE,TRUE,CVAE,33,0.01,0,,0.794,0.018,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.05,0,,0.473,0.018,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.1,0,,0.839,0.018,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.2,0,,0.588,0.019,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.3,0,,0.714,0.019,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.4,0,,0.819,0.018,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.5,0,,0.885,0.02,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.6,0,,0.914,0.022,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.7,0,,0.933,0.023,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.8,0,,0.945,0.006,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,0.9,0,,0.949,0.006,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,33,1,0,,0.959,0.024,[0.43358245],0.351111111
boston,NN,TRUE,TRUE,CVAE,34,0.01,0,,0.789,0.001,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.05,0,,0.428,0.001,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.1,0,,0.822,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.2,0,,0.582,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.3,0,,0.723,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.4,0,,0.825,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.5,0,,0.873,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.6,0,,0.917,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.7,0,,0.937,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.8,0,,0.949,0.001,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,0.9,0,,0.951,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,34,1,0,,0.96,0,[0.2124857],0.313333333
boston,NN,TRUE,TRUE,CVAE,35,0.01,0,,0.914,0,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.05,0,,0.999,0,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.1,0,,0.986,0,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.2,0,,0.969,0,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.3,0,,0.971,0,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.4,0,,0.968,0.001,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.5,0,,0.968,0,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.6,0,,0.969,0.003,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.7,0,,0.969,0,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.8,0,,0.97,0,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,0.9,0,,0.967,0.001,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,35,1,0,,0.967,0.001,[0.28353617],0.32
boston,NN,TRUE,TRUE,CVAE,36,0.01,0,,0.918,0.036,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.05,0,,0.971,0.036,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.1,0,,0.94,0.036,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.2,0,,0.839,0.037,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.3,0,,0.863,0.037,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.4,0,,0.909,0.037,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.5,0,,0.925,0.04,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.6,0,,0.946,0.051,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.7,0,,0.962,0.03,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.8,0,,0.969,0.026,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,0.9,0,,0.967,0.037,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,36,1,0,,0.975,0.001,[0.64070076],0.66
boston,NN,TRUE,TRUE,CVAE,37,0.01,0,,0.903,0,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.05,0,,0.991,0,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.1,0,,0.951,0.001,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.2,0,,0.924,0,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.3,0,,0.935,0.001,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.4,0,,0.926,0,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.5,0,,0.939,0.001,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.6,0,,0.951,0.003,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.7,0,,0.958,0.003,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.8,0,,0.964,0.001,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,0.9,0,,0.965,0.002,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,37,1,0,,0.972,0.001,[0.33941102],0.322222222
boston,NN,TRUE,TRUE,CVAE,38,0.01,0,,0.867,0,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.05,0,,0.943,0,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.1,0,,0.929,0,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.2,0,,0.971,0,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.3,0,,0.967,0,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.4,0,,0.958,0.001,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.5,0,,0.952,0,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.6,0,,0.955,0,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.7,0,,0.958,0.003,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.8,0,,0.961,0.004,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,0.9,0,,0.962,0,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,38,1,0,,0.967,0.014,[0.35887396],0.431111111
boston,NN,TRUE,TRUE,CVAE,39,0.01,0,,0.901,0.011,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.05,0,,0.972,0.011,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.1,0,,0.95,0.011,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.2,0,,0.856,0.011,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.3,0,,0.871,0.01,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.4,0,,0.907,0.013,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.5,0,,0.935,0.009,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.6,0,,0.946,0.02,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.7,0,,0.962,0.01,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.8,0,,0.968,0.001,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,0.9,0,,0.973,0.011,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,39,1,0,,0.973,0.006,[0.51986516],0.408888889
boston,NN,TRUE,TRUE,CVAE,4,0.01,0,,0.872,0.003,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.05,0,,0.794,0.003,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.1,0,,0.842,0.003,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.2,0,,0.592,0.003,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.3,0,,0.707,0.003,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.4,0,,0.821,0.001,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.5,0,,0.855,0.002,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.6,0,,0.916,0,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.7,0,,0.937,0.001,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.8,0,,0.947,0.006,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,0.9,0,,0.95,0.006,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,4,1,0,,0.957,0.003,[0.31887698],0.246666667
boston,NN,TRUE,TRUE,CVAE,40,0.01,0,,0.804,0.008,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.05,0,,0.995,0.008,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.1,0,,0.991,0.01,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.2,0,,0.983,0.007,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.3,0,,0.969,0.01,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.4,0,,0.971,0.005,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.5,0,,0.97,0.008,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.6,0,,0.966,0.012,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.7,0,,0.963,0.002,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.8,0,,0.963,0.012,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,0.9,0,,0.965,0.019,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,40,1,0,,0.96,0.013,[0.17439371],0.326666667
boston,NN,TRUE,TRUE,CVAE,41,0.01,0,,0.92,0.012,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.05,0,,0.948,0.012,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.1,0,,0.824,0.012,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.2,0,,0.84,0.012,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.3,0,,0.845,0.01,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.4,0,,0.906,0.01,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.5,0,,0.941,0.002,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.6,0,,0.957,0.01,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.7,0,,0.962,0.01,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.8,0,,0.96,0.016,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,0.9,0,,0.975,0.012,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,41,1,0,,0.977,0.038,[0.5271065],0.515555556
boston,NN,TRUE,TRUE,CVAE,42,0.01,0,,0.838,0.193,[1.0615041],1
boston,NN,TRUE,TRUE,CVAE,42,0.05,0,,0.996,0.19,[1.0615041],1
boston,NN,TRUE,TRUE,CVAE,42,0.1,0,,0.991,0.205,[1.0615041],1
boston,NN,TRUE,TRUE,CVAE,42,0.2,0,,0.987,0.157,[1.0615041],1
boston,NN,TRUE,TRUE,CVAE,42,0.3,0,,0.993,0.231,[1.0615041],1
boston,NN,TRUE,TRUE,CVAE,42,0.4,0,,0.992,0.119,[1.0615041],1
boston,NN,TRUE,TRUE,CVAE,42,0.5,0,,0.987,0.179,[1.0615041],1
boston,NN,TRUE,TRUE,CVAE,42,0.6,0,,0.986,0.242,[1.0615041],1
boston,NN,TRUE,TRUE,CVAE,42,0.7,0,,0.987,0.125,[1.0615041],1
