,dataset,weighting_fn,epoch_num,latent_size,num_samples,select_percent,instance_no,predict_label,label,r2,mse,element1,element3,process_time,target_model,local_output,Active_latent_dim,L1,L2,RSS,TSS,WRSR,WRSR2,auto_encoder_latent_dim
0,breastcancer,LIME,1000,6,5000,100,66,[0],0,0.636,0.721,1,0,21.5,SVM,0.000115021,,2.714871507,0.576747223,98.54253087,270.5417485,0.514694911,0.998574545,6
0,breastcancer,LIME,1000,6,5000,100,67,[0],0,0.637,0.798,1,0,21.8,SVM,0.061499344,,2.715494207,0.5805754,97.99843682,269.7573018,0.515543876,0.998484337,6
0,breastcancer,LIME,1000,6,5000,100,68,[1],1,0.192,0.003,1,0,21.9,SVM,1.40937E-06,,1.360446452,0.32321869,215.7577094,266.8787794,0.514061006,0.998982252,6
0,breastcancer,LIME,1000,6,5000,100,69,[1],1,0.149,0.004,1,0,21.1,SVM,0.005349301,,1.160867212,0.280085871,231.1043195,271.4939371,0.513830188,0.99766218,6
0,breastcancer,LIME,1000,6,5000,100,70,[0],0,0.304,0.033,1,0,22.1,SVM,0.018374588,,1.486845523,0.412318111,190.575571,273.7501895,0.508868098,0.989272392,6
0,breastcancer,LIME,1000,6,5000,100,71,[0],0,0.388,0.166,1,0,22.8,SVM,0.001932225,,1.791590651,0.460509151,166.6261058,272.4322283,0.511539106,0.993016106,6
0,breastcancer,LIME,1000,6,5000,100,72,[1],1,0.135,0,1,0,21.3,SVM,1.52126E-06,,1.196418301,0.269417248,237.8358282,274.8730191,0.515832451,0.999867702,6
0,breastcancer,LIME,1000,6,5000,100,73,[0],0,0.269,0.007,1,0,20.7,SVM,0.00154403,,1.450648784,0.380591804,194.0716004,265.3592502,0.509463202,0.990686569,6
0,breastcancer,LIME,1000,6,5000,100,74,[1],1,0.269,0.001,1,0,21.7,SVM,0.006097217,,1.66544563,0.380412222,195.7830893,267.8545026,0.512356644,0.99388916,6
0,breastcancer,LIME,1000,6,5000,100,75,[1],1,0.209,0.011,1,0,22.4,SVM,0.002975774,,1.330263014,0.341744349,216.7614878,274.1881473,0.514886057,0.999067294,6
0,breastcancer,LIME,1000,6,5000,100,76,[1],1,0.153,0.018,1,0,24.5,SVM,0.004464137,,1.050046928,0.286028109,229.9332578,271.5030455,0.514646666,0.999540946,6
0,breastcancer,LIME,1000,6,5000,100,77,[1],0,0.06,0.05,1,0,22.5,SVM,0.164917638,,0.62127032,0.183971559,256.2283335,272.5901595,0.51515056,1.00214732,6
0,breastcancer,LIME,1000,6,5000,100,78,[1],1,0.256,0.095,1,0,21.4,SVM,6.09036E-08,,1.654298775,0.370412978,203.0534937,273.0667494,0.516033014,1.00183773,6
0,breastcancer,LIME,1000,6,5000,100,79,[1],1,0.237,0.01,1,0,22.8,SVM,0.006796574,,1.484792991,0.366551695,213.2282537,279.5131662,0.513169559,0.996385134,6
0,breastcancer,LIME,1000,6,5000,100,80,[0],0,0.325,0.061,1,0,20.2,SVM,0.000747065,,1.478649991,0.41696274,183.6808636,271.9551732,0.511166404,0.993080651,6
0,breastcancer,LIME,1000,6,5000,100,81,[1],1,0.215,0.061,1,0,21.1,SVM,4.20097E-07,,1.525644782,0.338077069,213.9052551,272.3340362,0.51658931,1.001972252,6
0,breastcancer,LIME,1000,6,5000,100,82,[0],0,0.048,0.008,1,0,22,SVM,0.242671965,,0.652758324,0.163232421,260.3570607,273.4820866,0.512761226,0.99648519,6
0,breastcancer,LIME,1000,6,5000,100,83,[0],0,0.479,0.325,1,0,21.9,SVM,0.000680561,,2.207437108,0.503285674,139.5833485,267.8007512,0.509319255,0.989663551,6
0,breastcancer,LIME,1000,6,5000,100,84,[0],0,0.361,0.07,1,0,22.2,SVM,0.00161243,,1.747587772,0.441452331,173.1690504,271.1910399,0.511123986,0.993003347,6
0,breastcancer,LIME,1000,6,5000,100,85,[0],0,0.341,0.041,1,0,23.3,SVM,0.007764557,,1.74882782,0.429677708,176.8234972,268.2091241,0.508017024,0.987427807,6
0,breastcancer,LIME,1000,6,5000,100,86,[0],0,0.402,0.021,1,0,23.6,SVM,0.067890141,,1.99916236,0.468377858,161.7208322,270.5634079,0.508887621,0.98766216,6
0,breastcancer,LIME,1000,6,5000,100,87,[0],0,0.523,0.325,1,0,22.8,SVM,0.032112098,,2.368401434,0.524510829,127.6960373,267.8020197,0.510837505,0.990778989,6
0,breastcancer,LIME,1000,6,5000,100,88,[1],1,0.186,0.001,1,0,22.9,SVM,1.54043E-06,,1.366644493,0.316559273,217.1926166,266.9277626,0.51286551,0.996933621,6
0,breastcancer,LIME,1000,6,5000,100,89,[1],1,0.149,0,1,0,19.5,SVM,9.95022E-07,,1.201143511,0.287541962,227.4373613,267.1802169,0.514000442,0.999122711,6
0,breastcancer,LIME,1000,6,5000,100,90,[1],1,0.155,0.014,1,0,21.7,SVM,9.05509E-06,,1.234782441,0.290707846,231.9066999,274.6015251,0.513575881,0.998008457,6
0,breastcancer,LIME,1000,6,5000,100,91,[0],1,0.134,0.001,1,0,18.5,SVM,0.5,,0.971952933,0.272380019,239.9328266,277.0951838,0.513029787,0.995598513,6
0,breastcancer,LIME,1000,6,5000,100,92,[1],1,0.124,0,1,0,20.3,SVM,0.004385588,,0.932404209,0.259600245,240.4662209,274.4239888,0.514606906,1.000410389,6
0,breastcancer,LIME,1000,6,5000,100,93,[1],1,0.288,0.002,1,0,20.2,SVM,0.06153848,,1.781450735,0.400747267,193.421876,271.5346939,0.512929613,0.995094141,6
0,breastcancer,LIME,1000,6,5000,100,94,[1],1,0.211,0.01,1,0,21.3,SVM,0.00296399,,1.435735168,0.336476155,213.5545695,270.6637758,0.512540644,0.996418087,6
0,breastcancer,LIME,1000,6,5000,100,95,[1],1,0.186,0.031,1,0,21.1,SVM,6.11646E-08,,1.401344915,0.316120745,220.4572157,270.7548126,0.51442279,0.999991716,6
0,breastcancer,LIME,1000,6,5000,100,96,[0],0,0.506,0.428,1,0,21.9,SVM,0.000236723,,2.15588279,0.519930104,131.9016179,267.1681003,0.510229141,0.99075433,6
0,breastcancer,LIME,1000,6,5000,100,97,[0],0,0.544,0.394,1,0,21.9,SVM,0.000509136,,2.32124772,0.540064479,123.7217992,271.3099381,0.510600086,0.99164768,6
0,breastcancer,LIME,1000,6,5000,100,98,[1],1,0.231,0.041,1,0,21.1,SVM,7.11576E-08,,1.546447636,0.352133931,207.4344225,269.713312,0.51522822,0.999696155,6
0,breastcancer,LIME,1000,6,5000,100,99,[0],0,0.486,0.305,1,0,22.2,SVM,0.000514794,,2.244987436,0.518356483,139.2434784,270.7482417,0.509927651,0.989976312,6
0,breastcancer,VAE,1000,6,5000,100,0,[1],1,0.899,0.488,1,0,14.1,NN,0.024923205,4,5.490333444,1.362490788,53.63076785,529.4893349,0.527441311,1.01305727,6
0,breastcancer,VAE,1000,6,5000,100,1,[0],0,0.919,0.367,1,0,10.6,NN,0.000168901,4,5.582371252,1.358161427,21.99939095,270.7249406,0.459491969,0.883822101,6
0,breastcancer,VAE,1000,6,5000,100,2,[0],0,0.905,0,1,0,10.9,NN,0.006443296,4,4.992999729,1.349261359,48.81964682,511.6142085,0.520637399,1.006369454,6
0,breastcancer,VAE,1000,6,5000,100,3,[1],1,0.888,0.001,1,0,11.7,NN,6.00219E-05,5,5.55049791,1.631685006,45.72660854,406.6495078,0.509310083,0.981504201,6
0,breastcancer,VAE,1000,6,5000,100,4,[1],1,0.886,0.004,1,0,8.5,NN,5.96046E-07,5,5.391142212,1.609935629,32.69179818,287.4096696,0.488808944,0.936626158,6
0,breastcancer,VAE,1000,6,5000,100,5,[0],0,0.839,0,1,0,12.2,NN,2.02068E-10,4,2.430480353,0.901337341,8.604078265,53.60354968,0.368423355,0.704182762,6
0,breastcancer,VAE,1000,6,5000,100,6,[0],0,0.864,0.001,1,0,6.5,NN,3.7495E-08,3,3.657107916,1.134553677,15.74235879,115.4326307,0.401071331,0.774738687,6
0,breastcancer,VAE,1000,6,5000,100,7,[0],0,0.922,0.001,1,0,11,NN,0.020398099,4,5.856994583,1.557276907,38.8581088,496.229033,0.513102983,0.984681667,6
0,breastcancer,VAE,1000,6,5000,100,8,[0],1,0.903,0.178,1,0,11.3,NN,0.458339304,4,4.418245171,1.537291458,56.14439763,577.0784336,0.530037767,1.027158056,6
0,breastcancer,VAE,1000,6,5000,100,9,[1],1,0.915,0.001,1,0,8.5,NN,0.000272691,3,6.290856879,1.70088191,21.23504222,250.9824733,0.462044251,0.891833018,6
0,breastcancer,VAE,1000,6,5000,100,10,[1],1,0.917,0.3,1,0,9.7,NN,0.020792007,3,6.356090579,1.61176607,27.32711412,330.3248405,0.472900711,0.900765518,6
0,breastcancer,VAE,1000,6,5000,100,11,[0],0,0.913,0.006,1,0,9,NN,0.028404912,4,5.447531478,1.501627301,44.1574289,509.6381908,0.512459306,0.992022914,6
0,breastcancer,VAE,1000,6,5000,100,12,[1],1,0.91,0.491,1,0,12.5,NN,0.003513694,3,7.435414045,1.825974874,23.46294307,261.372419,0.471136152,0.907985747,6
0,breastcancer,VAE,1000,6,5000,100,13,[0],0,0.908,0.225,1,0,14.7,NN,0.034951814,5,5.581035287,1.773198683,49.7761068,543.6028999,0.521536932,1.006431963,6
0,breastcancer,VAE,1000,6,5000,100,14,[1],1,0.888,0.109,1,0,13.2,NN,7.30157E-05,3,5.356276811,1.357315419,26.76547731,238.927768,0.474574143,0.907244137,6
0,breastcancer,VAE,1000,6,5000,100,15,[0],0,0.889,0,1,0,12.1,NN,7.37866E-05,5,4.193515555,1.418500582,33.1902386,299.2643515,0.48546596,0.940299129,6
0,breastcancer,VAE,1000,6,5000,100,16,[1],1,0.913,0,1,0,14.6,NN,0.000121832,4,5.984082551,1.482768147,23.21611132,266.809347,0.461947499,0.892276597,6
0,breastcancer,VAE,1000,6,5000,100,17,[1],1,0.822,0,1,0,10.4,NN,1.19209E-07,4,3.633506354,0.968642105,8.859067328,49.68667157,0.388066074,0.743868411,6
0,breastcancer,VAE,1000,6,5000,100,18,[1],1,0.798,0,1,0,12.7,NN,0,4,3.794283061,1.04009357,6.727661315,33.28940174,0.348325668,0.670524211,6
0,breastcancer,VAE,1000,6,5000,100,19,[0],0,0.889,0.002,1,0,12.3,NN,3.25389E-06,4,4.22301945,1.237000092,21.39356174,192.6422529,0.441874293,0.852784443,6
0,breastcancer,VAE,1000,6,5000,100,20,[1],0,0.907,0.64,1,0,12.6,NN,0.034619629,4,5.525883474,1.489877818,51.93698014,555.5977631,0.535350086,1.031579392,6
0,breastcancer,VAE,1000,6,5000,100,21,[1],1,0.901,0.003,1,0,13.9,NN,0.000527799,4,5.194877618,1.300766691,35.4706655,358.8743692,0.499132122,0.954492143,6
0,breastcancer,VAE,1000,6,5000,100,22,[0],0,0.864,0,1,0,11.4,NN,1.29509E-08,4,3.001919094,0.943158671,15.31766419,112.5755729,0.394779694,0.76198213,6
0,breastcancer,VAE,1000,6,5000,100,23,[1],1,0.857,0.001,1,0,18.7,NN,7.7486E-07,3,3.416379287,0.985660019,9.268580792,64.98427127,0.37170886,0.714600065,6
0,breastcancer,VAE,1000,6,5000,100,24,[1],1,0.899,0,1,0,8.1,NN,0.00023824,4,4.205836999,1.109519244,22.15777415,219.9770951,0.431119163,0.835035651,6
0,breastcancer,VAE,1000,6,5000,100,25,[1],1,0.905,0.556,1,0,14,NN,0.000122607,5,5.144225319,1.582663086,30.24145476,317.9835347,0.492861549,0.949578213,6
0,breastcancer,VAE,1000,6,5000,100,26,[1],1,0.915,0.001,1,0,11.8,NN,0.000112712,4,6.174364594,1.613455973,29.93819896,350.2991792,0.490371558,0.928147055,6
0,breastcancer,VAE,1000,6,5000,100,27,[1],1,0.894,0,1,0,9.7,NN,0.000104427,5,4.359166287,1.207510828,36.07069781,340.7648846,0.481486406,0.927864113,6
0,breastcancer,VAE,1000,6,5000,100,28,[1],1,0.897,0,1,0,15.8,NN,0.000257611,4,5.149535477,1.336545074,34.95103854,339.0324438,0.476318281,0.919256878,6
0,breastcancer,VAE,1000,6,5000,100,29,[0],0,0.893,0.001,1,0,12.9,NN,1.06645E-05,4,3.263150311,1.190085408,17.94288913,167.3100245,0.420700183,0.809512739,6
0,breastcancer,VAE,1000,6,5000,100,30,[1],1,0.91,0.023,1,0,15.6,NN,0.000150025,5,4.962563861,1.338388941,37.34283993,414.3207089,0.49273196,0.951204425,6
0,breastcancer,VAE,1000,6,5000,100,31,[1],1,0.855,0.001,1,0,8.6,NN,2.38419E-06,3,4.852830268,1.195900932,15.19413066,104.4963223,0.428840245,0.829324344,6
0,breastcancer,VAE,1000,6,5000,100,32,[1],1,0.875,0,1,0,11.7,NN,0.000108182,5,4.583097803,1.332459379,24.58454566,196.9507308,0.45285788,0.87032948,6
0,breastcancer,VAE,1000,6,5000,100,33,[1],1,0.9,0,1,0,12.7,NN,0.000674546,3,5.940325287,1.508191053,26.65483248,267.6350906,0.467303015,0.894332622,6
0,breastcancer,VAE,1000,6,5000,100,34,[1],1,0.858,0,1,0,7.6,NN,2.5034E-06,4,4.373602182,1.239317239,19.40947882,136.5932184,0.433312277,0.831846645,6
0,breastcancer,VAE,1000,6,5000,100,35,[1],1,0.87,0.001,1,0,15.2,NN,8.69632E-05,4,4.337711636,1.129929505,18.64005117,143.0823704,0.438120611,0.84376526,6
0,breastcancer,VAE,1000,6,5000,100,36,[0],0,0.942,0.038,1,0,10.3,NN,0.12409661,4,8.270331477,2.084547836,30.76427205,533.8782549,0.503228459,0.967280008,6
0,breastcancer,VAE,1000,6,5000,100,37,[1],1,0.906,0.002,1,0,16.6,NN,3.77297E-05,4,4.151124988,1.087230162,23.00479877,244.5173669,0.465845654,0.899903685,6
0,breastcancer,VAE,1000,6,5000,100,38,[0],0,0.916,0.037,1,0,12.4,NN,0.000558437,4,5.959657219,1.456678409,29.73147951,353.8091423,0.471973629,0.897044026,6
0,breastcancer,VAE,1000,6,5000,100,39,[1],1,0.916,0.001,1,0,10.6,NN,0.097571135,4,6.973616045,1.836513103,40.55553456,481.4853052,0.496050825,0.952677031,6
0,breastcancer,VAE,1000,6,5000,100,40,[1],1,0.882,0.108,1,0,12.8,NN,3.8147E-06,5,4.587324135,1.314575035,22.3926156,190.1811125,0.457369336,0.877056011,6
0,breastcancer,VAE,1000,6,5000,100,41,[0],0,0.895,0.001,1,0,11.5,NN,0.003256035,4,4.5069452,1.49362974,51.03060473,484.6681222,0.504124681,0.968624077,6
0,breastcancer,VAE,1000,6,5000,100,42,[1],1,0.897,0.5,1,0,11.7,NN,0.000109434,4,5.366880952,1.379468879,45.19358749,439.1774708,0.516255068,0.990703897,6
0,breastcancer,VAE,1000,6,5000,100,43,[1],1,0.884,0,1,0,9.9,NN,4.13656E-05,4,5.734769448,1.533588219,27.5615544,237.8433185,0.472665797,0.905315639,6
0,breastcancer,VAE,1000,6,5000,100,44,[1],1,0.896,0,1,0,12.8,NN,0.000329077,5,4.580679506,1.332286438,32.49813144,312.8073297,0.48502332,0.927910169,6
0,breastcancer,VAE,1000,6,5000,100,45,[1],1,0.902,0,1,0,11.9,NN,0.001502216,4,5.166042888,1.323023643,34.28020172,349.6055705,0.491090073,0.935730104,6
0,breastcancer,VAE,1000,6,5000,100,46,[1],1,0.877,0.004,1,0,14.8,NN,1.19209E-06,5,4.813198409,1.468606221,23.7346879,193.2552973,0.428157678,0.831853923,6
0,breastcancer,VAE,1000,6,5000,100,47,[1],1,0.838,0,1,0,11.4,NN,1.20997E-05,5,2.917499309,0.748877677,5.994652971,37.00063152,0.348140491,0.667412485,6
0,breastcancer,VAE,1000,6,5000,100,48,[1],1,0.916,0,1,0,9.8,NN,0.01844871,4,5.138428041,1.308593857,42.47357603,505.5204881,0.508215109,0.972725838,6
0,breastcancer,VAE,1000,6,5000,100,49,[1],1,0.912,0.001,1,0,12.9,NN,8.04663E-06,5,4.454886382,1.239785609,40.51415364,461.0232149,0.506548802,0.971509931,6
0,breastcancer,VAE,1000,6,5000,100,50,[0],0,0.926,0.001,1,0,13.4,NN,0.001150701,4,5.75368055,1.404136328,28.54173739,388.2026529,0.470630921,0.90853042,6
0,breastcancer,VAE,1000,6,5000,100,51,[0],0,0.854,0,1,0,15.7,NN,1.52301E-06,4,3.119958676,1.023039916,15.24699273,104.6793125,0.398061897,0.763057421,6
0,breastcancer,VAE,1000,6,5000,100,52,[0],1,0.911,0.086,1,0,14.1,NN,0.106242038,4,5.102033128,1.413907315,51.36597287,578.4867214,0.522326259,0.99553555,6
0,breastcancer,VAE,1000,6,5000,100,53,[1],1,0.918,0.32,1,0,12.9,NN,0.000796139,5,5.006743507,1.723032457,46.32816277,564.7730635,0.53313242,1.026126978,6
0,breastcancer,VAE,1000,6,5000,100,54,[1],1,0.898,0,1,0,12,NN,4.70877E-06,5,4.753052043,1.460861692,30.06269418,295.4230662,0.475387706,0.910438504,6
0,breastcancer,VAE,1000,6,5000,100,55,[1],1,0.9,0.296,1,0,11.8,NN,0.00044173,3,6.441899685,1.687624,27.48759042,275.1906366,0.482261473,0.930419185,6
0,breastcancer,VAE,1000,6,5000,100,56,[1],1,0.884,0.001,1,0,11.6,NN,1.07288E-06,5,5.176599325,1.681424388,33.47946394,288.3315661,0.480523597,0.928900057,6
0,breastcancer,VAE,1000,6,5000,100,57,[0],0,0.821,0,1,0,14.4,NN,1.36527E-11,4,3.478379863,0.996194559,12.35450329,69.06174654,0.38631549,0.743971831,6
0,breastcancer,VAE,1000,6,5000,100,58,[0],0,0.902,0.599,1,0,9.3,NN,0.029919961,4,4.99631885,1.324026556,55.92557788,571.2692019,0.529630617,1.027293057,6
0,breastcancer,VAE,1000,6,5000,100,59,[1],1,0.855,0.001,1,0,15.4,NN,1.54972E-06,3,5.016415403,1.289842038,21.53727632,148.2541479,0.439247707,0.848729682,6
0,breastcancer,VAE,1000,6,5000,100,60,[1],1,0.896,0.26,1,0,10.6,NN,0.000930429,4,5.638164284,1.334783243,41.12774909,396.5337241,0.51188107,0.974758539,6
0,breastcancer,VAE,1000,6,5000,100,61,[0],0,0.882,0,1,0,16.1,NN,1.94855E-06,4,3.927174046,1.126103459,19.45788691,165.2020286,0.449571478,0.857405237,6
0,breastcancer,VAE,1000,6,5000,100,62,[0],0,0.861,0.001,1,0,12,NN,1.99081E-07,4,4.009004061,1.189665652,21.86490695,157.4858273,0.438692885,0.848743766,6
0,breastcancer,VAE,1000,6,5000,100,63,[1],1,0.93,0.989,1,0,15.3,NN,0.059656918,4,8.378214412,2.091413681,26.3471059,378.4547525,0.465644618,0.894003893,6
0,breastcancer,VAE,1000,6,5000,100,64,[1],1,0.858,0,1,0,16.3,NN,1.82986E-05,3,4.323230004,1.179708652,14.2417398,99.99997586,0.407113891,0.77818505,6
0,breastcancer,VAE,1000,6,5000,100,65,[1],1,0.928,0.004,1,0,13.8,NN,0.07713902,4,5.394606288,1.639359661,37.71419521,524.42023,0.48665715,0.93835715,6
0,breastcancer,VAE,1000,6,5000,100,66,[0],0,0.877,0.004,1,0,10,NN,3.69864E-05,4,4.305918753,1.275143311,35.39794051,288.4683609,0.468320551,0.898258302,6
0,breastcancer,VAE,1000,6,5000,100,67,[0],0,0.852,0.468,1,0,14.4,NN,1.23809E-09,4,3.13713618,0.893103475,11.427556,77.42190732,0.380390487,0.734955799,6
0,breastcancer,VAE,1000,6,5000,100,68,[1],1,0.87,0,1,0,10.4,NN,1.49608E-05,4,4.117319951,1.097953754,16.28911373,125.6505486,0.414458061,0.795683053,6
0,breastcancer,VAE,1000,6,5000,100,69,[1],1,0.903,0.001,1,0,16.1,NN,0.010392129,5,5.096435508,1.38486492,51.33317905,529.1221074,0.522076387,1.004617532,6
0,breastcancer,VAE,1000,6,5000,100,70,[0],0,0.901,0.006,1,0,16.8,NN,0.003155148,4,5.082662679,1.55637579,54.96695755,552.8476248,0.52116819,1.002425041,6
0,breastcancer,VAE,1000,6,5000,100,71,[0],0,0.904,0.43,1,0,12.2,NN,0.001643477,4,5.22158543,1.357453058,42.87801064,447.5752561,0.503234574,0.978550649,6
0,breastcancer,VAE,1000,6,5000,100,72,[1],1,0.89,0.005,1,0,9.1,NN,0.000219464,4,6.530630664,1.561342385,27.9573273,255.0228047,0.47990578,0.922099775,6
0,breastcancer,VAE,1000,6,5000,100,73,[0],0,0.891,0.099,1,0,12.8,NN,0.000244957,4,4.82153409,1.359448882,52.17619783,478.9368943,0.519210648,1.005752008,6
0,breastcancer,VAE,1000,6,5000,100,74,[1],1,0.834,0,1,0,8.9,NN,8.34465E-07,4,3.039241712,0.824719981,5.579513496,33.61789524,0.366500436,0.704937652,6
0,breastcancer,VAE,1000,6,5000,100,75,[1],1,0.904,0.25,1,0,21.3,NN,0.002244949,4,4.745495128,1.328765873,46.80299789,489.6078545,0.510394022,0.982601332,6
0,breastcancer,VAE,1000,6,5000,100,76,[1],1,0.891,0.006,1,0,15,NN,0.005654216,4,6.077006401,1.61884662,37.88160764,347.2406325,0.498424293,0.946003168,6
0,breastcancer,VAE,1000,6,5000,100,77,[0],0,0.907,0.119,1,0,9.3,NN,0.356708288,4,5.492525132,1.463288536,54.24856028,583.5906977,0.533349262,1.022988619,6
0,breastcancer,VAE,1000,6,5000,100,78,[1],1,0.839,0,1,0,11.3,NN,1.19209E-07,3,4.404404774,1.143047405,10.17741987,63.37477395,0.367438286,0.708216809,6
0,breastcancer,VAE,1000,6,5000,100,79,[1],1,0.907,0.036,1,0,9.9,NN,0.001242936,4,4.988964654,1.467852395,41.9076342,449.9027998,0.512248207,0.984629847,6
0,breastcancer,VAE,1000,6,5000,100,80,[0],0,0.924,0.001,1,0,12.9,NN,0.007156826,4,4.354051337,1.218613275,32.72179118,430.2609532,0.472623479,0.909574749,6
0,breastcancer,VAE,1000,6,5000,100,81,[1],1,0.814,0.005,1,0,12.1,NN,1.3113E-06,3,3.995868522,0.97449542,8.453816435,45.43239177,0.376165579,0.726090154,6
0,breastcancer,VAE,1000,6,5000,100,82,[0],0,0.912,0.31,1,0,13.4,NN,0.243410543,5,5.282087352,1.679800443,51.4253586,584.381573,0.533991877,1.021102412,6
0,breastcancer,VAE,1000,6,5000,100,83,[0],0,0.855,0,1,0,14.2,NN,2.95835E-07,4,3.464429091,1.053658552,16.11953253,111.2009577,0.416375739,0.804518328,6
0,breastcancer,VAE,1000,6,5000,100,84,[0],0,0.932,0.046,1,0,10.9,NN,0.013851685,4,7.496388186,1.844220935,34.55115932,505.1198699,0.496578598,0.954251836,6
0,breastcancer,VAE,1000,6,5000,100,85,[0],0,0.901,0.061,1,0,13.8,NN,0.000309926,4,4.851117261,1.71713765,39.26437178,398.308053,0.513538272,0.98092612,6
0,breastcancer,VAE,1000,6,5000,100,86,[0],0,0.895,0,1,0,13.1,NN,8.67869E-06,4,6.155021111,1.52775073,41.96696819,401.3580401,0.47417086,0.911263991,6
0,breastcancer,VAE,1000,6,5000,100,87,[0],0,0.878,0.762,1,0,10,NN,9.67899E-05,4,4.061141835,1.278942777,28.09496545,230.1899664,0.47374245,0.907786902,6
0,breastcancer,VAE,1000,6,5000,100,88,[1],1,0.885,0.255,1,0,11.1,NN,2.09212E-05,5,4.833972005,1.425700193,52.45264895,454.5382632,0.519443103,0.999304985,6
0,breastcancer,VAE,1000,6,5000,100,89,[1],1,0.889,0,1,0,10,NN,0.000109732,4,5.877960498,1.47396637,43.23912289,389.7877561,0.513005528,0.983508691,6
0,breastcancer,VAE,1000,6,5000,100,90,[1],1,0.902,0.001,1,0,13.4,NN,0.000809073,4,4.835543491,1.212466972,35.84367582,366.9541565,0.496041497,0.957784417,6
0,breastcancer,VAE,1000,6,5000,100,91,[0],1,0.913,0.369,1,0,9.2,NN,0.177176401,4,4.635396648,1.174817506,48.98820772,565.7170767,0.524691957,1.012536548,6
0,breastcancer,VAE,1000,6,5000,100,92,[1],1,0.914,0.525,1,0,12.4,NN,0.011872113,4,6.818690754,1.733961706,46.1448147,536.938993,0.528678838,1.020101864,6
0,breastcancer,VAE,1000,6,5000,100,93,[1],1,0.861,0,1,0,8.5,NN,5.00679E-06,4,3.741834832,1.044890229,7.744143773,55.70084866,0.362498574,0.699459968,6
0,breastcancer,VAE,1000,6,5000,100,94,[1],1,0.848,0,1,0,10.8,NN,3.75509E-06,4,3.793050198,0.982944576,10.87591343,71.72384379,0.393205531,0.759824378,6
0,breastcancer,VAE,1000,6,5000,100,95,[1],1,0.834,0,1,0,11.3,NN,2.98023E-07,5,4.591327277,1.370102351,17.26447846,104.1941864,0.42559873,0.818431192,6
0,breastcancer,VAE,1000,6,5000,100,96,[0],0,0.899,0,1,0,13.7,NN,9.32837E-06,5,4.525316386,1.152227082,19.97166589,196.9879576,0.435429322,0.838813699,6
0,breastcancer,VAE,1000,6,5000,100,97,[0],0,0.919,0,1,0,9.2,NN,1.13675E-05,4,4.344627633,1.222593944,29.34082215,360.2301246,0.458648461,0.877866203,6
0,breastcancer,VAE,1000,6,5000,100,98,[1],1,0.842,0,1,0,13.3,NN,3.57628E-07,3,4.855577726,1.203580992,11.24374087,71.26310321,0.403512991,0.78212193,6
0,breastcancer,VAE,1000,6,5000,100,99,[0],0,0.892,0.001,1,0,8.6,NN,0.000198162,4,5.84022675,1.621996836,44.79765539,413.1951344,0.489214664,0.941300309,6
0,breastcancer,VAE,1000,6,5000,100,0,[1],1,0.935,0,1,0,10.5,RF,0.02,4,4.288618087,1.032557985,31.5484935,485.6724912,0.514222661,0.994125982,6
0,breastcancer,VAE,1000,6,5000,100,1,[0],0,0.947,0.002,1,0,10.2,RF,0,4,3.382108322,0.804622179,10.1568159,192.1040319,0.426025124,0.812713732,6
0,breastcancer,VAE,1000,6,5000,100,2,[0],0,0.93,0.246,1,0,6.6,RF,0.02,4,3.920989539,0.973275901,33.35906462,473.6890321,0.532807957,1.027923918,6
0,breastcancer,VAE,1000,6,5000,100,3,[1],1,0.94,0.097,1,0,13.6,RF,0.01,5,4.228206599,1.168223311,22.84287012,380.9487001,0.512960348,0.983290265,6
0,breastcancer,VAE,1000,6,5000,100,4,[1],1,0.934,0.062,1,0,12.6,RF,0,5,3.822342968,1.104050267,17.88421796,270.3588273,0.488852028,0.936751306,6
0,breastcancer,VAE,1000,6,5000,100,5,[0],0,0.918,0,1,0,9,RF,0,4,1.754843041,0.652072528,3.754242217,45.96736786,0.370711384,0.713494647,6
0,breastcancer,VAE,1000,6,5000,100,6,[0],0,0.9,0.477,1,0,20.2,RF,0.01,3,2.650024712,0.795965852,9.154318797,91.82831613,0.402451759,0.780680805,6
0,breastcancer,VAE,1000,6,5000,100,7,[0],0,0.937,0.458,1,0,13.1,RF,0.13,4,4.049170315,1.123700319,25.70377932,406.2629914,0.519457222,1.001582854,6
0,breastcancer,VAE,1000,6,5000,100,8,[0],1,0.948,0.362,1,0,8.2,RF,0.22,4,4.304247191,1.092511999,26.10497264,502.4678399,0.533938484,1.022200274,6
0,breastcancer,VAE,1000,6,5000,100,9,[1],1,0.93,0,1,0,17.7,RF,0.07,3,5.957076062,1.482421623,18.62890966,264.5968979,0.483275723,0.936423816,6
0,breastcancer,VAE,1000,6,5000,100,10,[1],1,0.92,0.324,1,0,7.8,RF,0.03,3,4.713191449,1.165654487,22.29447552,277.028019,0.473437394,0.908936532,6
0,breastcancer,VAE,1000,6,5000,100,11,[0],0,0.937,0.127,1,0,19.6,RF,0,4,4.645205862,1.185755661,27.46041661,434.9594306,0.511831975,0.994043778,6
0,breastcancer,VAE,1000,6,5000,100,12,[1],1,0.925,0.01,1,0,36.4,RF,0.12,3,6.201112887,1.486339461,19.85255699,262.9512359,0.498097792,0.957043302,6
0,breastcancer,VAE,1000,6,5000,100,13,[0],0,0.941,0.002,1,0,28.2,RF,0.12,5,4.810209497,1.243880775,28.28853074,482.6664609,0.529649533,1.027730863,6
