,dataset,weighting_fn,epoch_num,latent_size,num_samples,select_percent,instance_no,predict_label,label,r2,mse,element1,element3,process_time,target_model,local_output,Active_latent_dim,L1,L2,RSS,TSS,WRSR,auto_encoder_latent_dim
0,adult_one_hot,LIME,1000,2,5000,100,56,[0],0,0.72,0.001,1,0,56.4,RF,0.04,,2.905230882,0.58513377,45.86361895,163.9297621,0.900265679,2
0,adult_one_hot,LIME,1000,2,5000,100,57,[0],1,0.726,0.003,1,0,108.1,RF,0.44,,3.203037938,0.61935359,46.63013261,170.0830472,0.912977627,2
0,adult_one_hot,LIME,1000,2,5000,100,58,[0],0,0.724,0.004,1,0,98.5,RF,0.02,,2.741442052,0.578684511,46.23145012,167.8074128,0.897143628,2
0,adult_one_hot,LIME,1000,2,5000,100,59,[0],0,0.719,0.006,1,0,27.5,RF,0.29,,2.783939997,0.58925033,47.039546,167.6041591,0.928429967,2
0,adult_one_hot,LIME,1000,2,5000,100,60,[0],0,0.74,0.001,1,0,43.4,RF,0.02,,2.846241582,0.584912798,44.08288965,169.7439061,0.90982073,2
0,adult_one_hot,LIME,1000,2,5000,100,61,[0],0,0.759,0.004,1,0,43,RF,0,,3.10208866,0.60380112,42.06476661,174.768416,0.922949147,2
0,adult_one_hot,LIME,1000,2,5000,100,62,[0],1,0.73,0.004,1,0,16.5,RF,0.47,,2.664140686,0.594326883,46.94703022,173.8954884,0.910766824,2
0,adult_one_hot,LIME,1000,2,5000,100,63,[0],0,0.735,0.12,1,0,54.8,RF,0.08,,3.081280571,0.602472968,45.3289583,170.9198761,0.899737427,2
0,adult_one_hot,LIME,1000,2,5000,100,64,[0],0,0.72,0.004,1,0,62.4,RF,0,,2.934030831,0.599517265,48.10052366,171.918169,0.9115595,2
0,adult_one_hot,LIME,1000,2,5000,100,65,[1],1,0.747,0.065,1,0,50.6,RF,0.02,,2.816801771,0.590405232,44.79833951,176.9606127,0.910516259,2
0,adult_one_hot,LIME,1000,2,5000,100,66,[0],0,0.715,0,1,0,48.4,RF,0.01,,2.964980877,0.598300182,47.16162275,165.3336026,0.899130726,2
0,adult_one_hot,LIME,1000,2,5000,100,67,[0],0,0.713,0.001,1,0,62.2,RF,0.12,,3.005206564,0.588618454,48.18428108,167.8087793,0.895592862,2
0,adult_one_hot,LIME,1000,2,5000,100,68,[1],1,0.72,0.062,1,0,54.1,RF,0.3,,2.98569858,0.60332244,49.07412232,175.1567283,0.926274383,2
0,adult_one_hot,LIME,1000,2,5000,100,69,[0],0,0.728,0.004,1,0,67,RF,0.01,,2.941063346,0.602424041,44.09213249,162.1478978,0.901625188,2
0,adult_one_hot,LIME,1000,2,5000,100,70,[1],0,0.746,0.105,1,0,22.3,RF,0.32,,2.706218009,0.589112773,45.12882817,177.6747966,0.926182406,2
0,adult_one_hot,LIME,1000,2,5000,100,71,[1],0,0.749,0.011,1,0,71.6,RF,0.32,,2.949182419,0.611081032,41.781898,166.3508927,0.90812655,2
0,adult_one_hot,LIME,1000,2,5000,100,72,[1],1,0.758,0.074,1,0,39.9,RF,0.14,,2.83781136,0.60965566,41.62970619,172.0908776,0.917855067,2
0,adult_one_hot,LIME,1000,2,5000,100,73,[1],0,0.746,0.049,1,0,56.4,RF,0.48,,2.66962808,0.586269407,44.34116307,174.7490771,0.92893408,2
0,adult_one_hot,LIME,1000,2,5000,100,74,[0],0,0.715,0.021,1,0,39.2,RF,0.11,,2.837924798,0.58590993,47.2384703,165.7337415,0.905960639,2
0,adult_one_hot,LIME,1000,2,5000,100,75,[1],1,0.752,0.003,1,0,69.6,RF,0.12,,2.915508865,0.604944587,41.74571519,168.1321491,0.908594505,2
0,adult_one_hot,LIME,1000,2,5000,100,76,[1],1,0.75,0.001,1,0,14.5,RF,0.1,,2.937160399,0.619849012,39.7395949,159.0864144,0.897535646,2
0,adult_one_hot,LIME,1000,2,5000,100,77,[0],0,0.742,0.003,1,0,59.9,RF,0,,2.894836454,0.598272302,45.75950711,177.3824612,0.911056459,2
0,adult_one_hot,LIME,1000,2,5000,100,78,[0],0,0.694,0,1,0,65,RF,0.1,,2.776952084,0.584214436,50.89734661,166.0671223,0.91652173,2
0,adult_one_hot,LIME,1000,2,5000,100,79,[0],0,0.75,0.001,1,0,72.4,RF,0.05,,2.962971347,0.600817752,43.57654809,174.2826877,0.888563365,2
0,adult_one_hot,LIME,1000,2,5000,100,80,[1],1,0.722,0.012,1,0,26.5,RF,0.41,,3.044517444,0.617956791,48.9562421,175.8219414,0.909864748,2
0,adult_one_hot,LIME,1000,2,5000,100,81,[1],1,0.728,0.021,1,0,50.4,RF,0.46,,2.915659585,0.596634947,46.08485174,169.2439173,0.925811802,2
0,adult_one_hot,LIME,1000,2,5000,100,82,[1],1,0.715,0.148,1,0,46.9,RF,0.11,,2.796728103,0.597096384,50.21794988,176.4686751,0.91429137,2
0,adult_one_hot,LIME,1000,2,5000,100,83,[0],0,0.719,0.018,1,0,84.9,RF,0.32,,2.807214498,0.581823446,47.48710545,168.7841141,0.915854852,2
0,adult_one_hot,LIME,1000,2,5000,100,84,[0],0,0.744,0.103,1,0,45.3,RF,0.01,,2.953602175,0.597185569,44.84710707,175.2207251,0.901181468,2
0,adult_one_hot,LIME,1000,2,5000,100,85,[0],0,0.742,0.002,1,0,53.2,RF,0,,2.74879029,0.594975672,43.95772407,170.2459871,0.902079151,2
0,adult_one_hot,LIME,1000,2,5000,100,86,[0],0,0.715,0.009,1,0,43.8,RF,0.41,,2.936242541,0.583801611,48.66453133,170.6088466,0.917037282,2
0,adult_one_hot,LIME,1000,2,5000,100,87,[0],0,0.702,0.003,1,0,15.7,RF,0.03,,2.631644433,0.573487747,49.70404809,166.5715835,0.891099916,2
0,adult_one_hot,LIME,1000,2,5000,100,88,[0],1,0.701,0.012,1,0,62.2,RF,0.32,,3.041361433,0.615443855,50.29734804,168.4206552,0.913720918,2
0,adult_one_hot,LIME,1000,2,5000,100,89,[0],0,0.746,0.001,1,0,70.3,RF,0.13,,2.791258262,0.59488956,44.6966564,176.2404538,0.927710223,2
0,adult_one_hot,LIME,1000,2,5000,100,90,[0],0,0.753,0.029,1,0,41.5,RF,0.3,,2.599998205,0.580032364,41.70102362,169.0442615,0.911461577,2
0,adult_one_hot,LIME,1000,2,5000,100,91,[1],1,0.693,0.015,1,0,51,RF,0.44,,2.827540848,0.588037995,54.43081118,177.5099253,0.921094922,2
0,adult_one_hot,LIME,1000,2,5000,100,92,[1],1,0.753,0.121,1,0,28.2,RF,0.31,,2.919631638,0.60280918,43.16264516,174.7372249,0.923182239,2
0,adult_one_hot,LIME,1000,2,5000,100,93,[0],1,0.702,0.007,1,0,63.4,RF,0.08,,2.801279193,0.598127546,53.2297371,178.7836745,0.91210507,2
0,adult_one_hot,LIME,1000,2,5000,100,94,[0],0,0.732,0.002,1,0,99.1,RF,0.21,,3.142750469,0.599941582,47.24834717,176.4684075,0.92207164,2
0,adult_one_hot,LIME,1000,2,5000,100,95,[1],1,0.729,0.012,1,0,65.1,RF,0.26,,2.69404858,0.616486645,47.77774485,176.0786161,0.916178254,2
0,adult_one_hot,LIME,1000,2,5000,100,96,[1],1,0.719,0.006,1,0,67.2,RF,0.32,,2.870521703,0.59083302,47.2362615,167.9768893,0.918659205,2
0,adult_one_hot,LIME,1000,2,5000,100,97,[1],1,0.722,0.002,1,0,52.8,RF,0.09,,3.130343835,0.623722798,49.85631014,179.1989573,0.918503242,2
0,adult_one_hot,LIME,1000,2,5000,100,98,[0],0,0.707,0.001,1,0,44.5,RF,0,,2.985953192,0.606841511,48.78033161,166.5562965,0.908834232,2
0,adult_one_hot,LIME,1000,2,5000,100,99,[0],0,0.722,0.016,1,0,63.6,RF,0.46,,2.834449074,0.600593384,45.91894932,165.389797,0.913394294,2
0,adult_one_hot,LIME,1000,2,5000,100,0,[0],1,0.664,0.001,1,0,76.2,SVM,0.18227606,,3.022824223,0.656680676,69.70899387,207.4256223,0.906466558,2
0,adult_one_hot,LIME,1000,2,5000,100,1,[0],0,0.663,0.004,1,0,117.6,SVM,0.130660757,,3.256262366,0.673365689,73.31990429,217.7642862,0.909552125,2
0,adult_one_hot,LIME,1000,2,5000,100,2,[0],1,0.658,0.001,1,0,134.5,SVM,0.212955332,,2.968011779,0.656029049,78.05597279,228.4533124,0.913571915,2
0,adult_one_hot,LIME,1000,2,5000,100,3,[0],0,0.632,0.002,1,0,207.9,SVM,0.121753826,,3.35430894,0.683210941,84.29435555,229.0848855,0.921209562,2
0,adult_one_hot,LIME,1000,2,5000,100,4,[0],0,0.64,0,1,0,466.5,SVM,0.083873268,,3.324589957,0.682822513,76.92029321,213.7290172,0.894491658,2
0,adult_one_hot,LIME,1000,2,5000,100,5,[0],1,0.65,0,1,0,72.8,SVM,0.125324191,,3.503353103,0.702909987,80.26290427,229.305189,0.923031087,2
0,adult_one_hot,LIME,1000,2,5000,100,6,[0],0,0.667,0.001,1,0,137.9,SVM,0.071765298,,3.467757099,0.72245727,74.23316034,223.0048766,0.914812698,2
0,adult_one_hot,LIME,1000,2,5000,100,7,[0],0,0.592,0,1,0,159.8,SVM,0.115493515,,3.232104652,0.638111632,83.6388385,205.0143166,0.912335314,2
0,adult_one_hot,LIME,1000,2,5000,100,8,[0],0,0.655,0.01,1,0,92.6,SVM,0.080342027,,3.501860043,0.665662734,72.78953463,210.8987354,0.917430323,2
0,adult_one_hot,LIME,1000,2,5000,100,9,[0],0,0.611,0.001,1,0,93.6,SVM,0.088779198,,3.227169926,0.638709018,82.74581029,212.9750919,0.913204459,2
0,adult_one_hot,LIME,1000,2,5000,100,10,[0],0,0.689,0.001,1,0,200.8,SVM,0.032629202,,3.309376776,0.69357661,69.13753342,222.5947081,0.912460959,2
0,adult_one_hot,LIME,1000,2,5000,100,11,[0],1,0.632,0,1,0,178.3,SVM,0.090475449,,3.235725192,0.679287138,85.28175503,231.6397559,0.9078858,2
0,adult_one_hot,LIME,1000,2,5000,100,12,[0],0,0.644,0.005,1,0,182.1,SVM,0.127784213,,3.363624446,0.668422935,77.00183471,216.5999632,0.901810765,2
0,adult_one_hot,LIME,1000,2,5000,100,13,[0],0,0.646,0.002,1,0,155.8,SVM,0.028110242,,3.223785924,0.663935081,80.36632565,227.1616366,0.911086596,2
0,adult_one_hot,LIME,1000,2,5000,100,14,[0],0,0.65,0.008,1,0,69.9,SVM,0.106494638,,3.170621758,0.662756355,77.45858126,221.3222203,0.91170841,2
0,adult_one_hot,LIME,1000,2,5000,100,15,[0],0,0.653,0.005,1,0,66.7,SVM,0.136397246,,3.360168717,0.662477056,72.06570675,207.5400357,0.905224958,2
0,adult_one_hot,LIME,1000,2,5000,100,16,[0],0,0.618,0.022,1,0,47.6,SVM,0.5,,3.53827421,0.701647173,79.83393389,209.2054016,0.92084151,2
0,adult_one_hot,LIME,1000,2,5000,100,17,[0],0,0.648,0.001,1,0,28.5,SVM,0.066436119,,3.474117338,0.671048411,77.98086838,221.515978,0.919952891,2
0,adult_one_hot,LIME,1000,2,5000,100,18,[0],0,0.641,0.008,1,0,127,SVM,0.093263708,,3.517290317,0.670453322,75.07130102,208.8917071,0.894843423,2
0,adult_one_hot,LIME,1000,2,5000,100,19,[0],0,0.645,0.012,1,0,107.3,SVM,0.089928649,,3.105175315,0.634670299,73.45318479,206.9816225,0.912893531,2
0,adult_one_hot,LIME,1000,2,5000,100,20,[0],1,0.628,0.002,1,0,119.2,SVM,0.13460284,,3.347964765,0.653297579,75.90789924,204.0409543,0.908527577,2
0,adult_one_hot,LIME,1000,2,5000,100,21,[1],1,0.65,0.138,1,0,81.6,SVM,0.129052278,,3.345830146,0.691170102,79.85792149,227.9870712,0.913590468,2
0,adult_one_hot,LIME,1000,2,5000,100,22,[1],1,0.629,0.092,1,0,46.5,SVM,0.077441166,,3.766376534,0.713194156,77.120187,207.9363195,0.918555305,2
0,adult_one_hot,LIME,1000,2,5000,100,23,[0],1,0.656,0.01,1,0,57,SVM,0.08463564,,3.311512917,0.676536858,77.13670622,223.9621325,0.899652018,2
0,adult_one_hot,LIME,1000,2,5000,100,24,[0],1,0.626,0.001,1,0,86,SVM,0.158744733,,3.162868187,0.644292066,75.44676047,201.8686462,0.910269774,2
0,adult_one_hot,LIME,1000,2,5000,100,25,[0],1,0.638,0.001,1,0,64.6,SVM,0.09033919,,3.248243166,0.689980167,80.8599173,223.2510772,0.922774433,2
0,adult_one_hot,LIME,1000,2,5000,100,26,[0],1,0.649,0.006,1,0,67.1,SVM,0.349440753,,3.471176991,0.675074894,80.95464524,230.6700908,0.911129212,2
0,adult_one_hot,LIME,1000,2,5000,100,27,[1],1,0.651,0.12,1,0,127.2,SVM,0.117364511,,3.128382534,0.67272603,79.55673209,228.0294924,0.918902965,2
0,adult_one_hot,LIME,1000,2,5000,100,28,[0],0,0.613,0.008,1,0,94.4,SVM,0.30587824,,3.500049168,0.684365172,85.3742525,220.8438853,0.930095627,2
0,adult_one_hot,LIME,1000,2,5000,100,29,[0],0,0.634,0.002,1,0,112.4,SVM,0.074745879,,3.689346469,0.698233485,81.77995652,223.6113743,0.921793745,2
0,adult_one_hot,LIME,1000,2,5000,100,30,[0],1,0.648,0.003,1,0,49.2,SVM,0.332212072,,3.27040361,0.656120082,72.9593035,207.2773106,0.891124741,2
0,adult_one_hot,LIME,1000,2,5000,100,31,[1],0,0.658,0.023,1,0,90.7,SVM,0.463217037,,3.241807442,0.673324805,76.03469391,222.011592,0.911098403,2
0,adult_one_hot,LIME,1000,2,5000,100,32,[1],1,0.637,0.014,1,0,78,SVM,0.045815884,,3.591919098,0.6621046,80.71189259,222.3002046,0.913982277,2
0,adult_one_hot,LIME,1000,2,5000,100,33,[0],0,0.648,0,1,0,56.8,SVM,0.135325914,,3.53458085,0.66420657,73.7543355,209.7589583,0.908091651,2
0,adult_one_hot,LIME,1000,2,5000,100,34,[0],0,0.667,0.004,1,0,95.8,SVM,0.046237074,,3.390235603,0.67411143,72.23124146,216.817429,0.9064699,2
0,adult_one_hot,LIME,1000,2,5000,100,35,[0],0,0.65,0.008,1,0,102.4,SVM,0.071953825,,3.44293602,0.686836088,79.27870445,226.5024289,0.913028722,2
0,adult_one_hot,LIME,1000,2,5000,100,36,[0],0,0.682,0.001,1,0,47.9,SVM,0.072393836,,3.274654616,0.67668271,70.61493025,221.8250942,0.91151815,2
0,adult_one_hot,LIME,1000,2,5000,100,37,[0],1,0.623,0.001,1,0,102.2,SVM,0.319161703,,3.682949005,0.698443998,79.29334021,210.0611568,0.911375615,2
0,adult_one_hot,LIME,1000,2,5000,100,38,[0],0,0.667,0.006,1,0,61,SVM,0.08071933,,3.246740838,0.658223775,72.47803775,217.8041154,0.905616971,2
0,adult_one_hot,LIME,1000,2,5000,100,39,[0],0,0.661,0,1,0,58.1,SVM,0.051437365,,3.558914974,0.694947207,73.7153472,217.2979536,0.892885515,2
0,adult_one_hot,LIME,1000,2,5000,100,40,[0],0,0.683,0.009,1,0,37.5,SVM,0.044059861,,3.298810288,0.677697081,68.38415516,215.6179812,0.912237782,2
0,adult_one_hot,LIME,1000,2,5000,100,41,[0],0,0.645,0.011,1,0,75.8,SVM,0.135781721,,3.352358944,0.668557172,78.1135521,220.2196328,0.903202094,2
0,adult_one_hot,LIME,1000,2,5000,100,42,[0],0,0.675,0,1,0,58.1,SVM,0.118336229,,3.399077746,0.663070631,72.40067506,222.6594082,0.914301163,2
0,adult_one_hot,LIME,1000,2,5000,100,43,[0],0,0.68,0.002,1,0,106.3,SVM,0.048709715,,3.393349404,0.705613638,74.83890005,233.6610634,0.896241872,2
0,adult_one_hot,LIME,1000,2,5000,100,44,[1],1,0.615,0.006,1,0,71.3,SVM,0.299214318,,3.758779071,0.711045727,85.8054882,222.9731078,0.919906982,2
0,adult_one_hot,LIME,1000,2,5000,100,45,[0],0,0.696,0.094,1,0,54.3,SVM,0.059541005,,3.142609087,0.66147794,67.62689352,222.1480228,0.909905124,2
0,adult_one_hot,LIME,1000,2,5000,100,46,[1],1,0.624,0.061,1,0,60.9,SVM,0.258895246,,3.684624959,0.689067779,83.1868344,221.5340172,0.906950317,2
0,adult_one_hot,LIME,1000,2,5000,100,47,[0],0,0.654,0.005,1,0,44.1,SVM,0.043085183,,3.375717092,0.681681513,75.37396121,217.9996409,0.906801922,2
0,adult_one_hot,LIME,1000,2,5000,100,48,[0],0,0.645,0.151,1,0,45.1,SVM,0.164379436,,3.058227777,0.642554447,75.94342924,213.9805311,0.909668954,2
0,adult_one_hot,LIME,1000,2,5000,100,49,[0],0,0.608,0.006,1,0,53.2,SVM,0.370018744,,4.099070045,0.749645686,83.55215895,213.3087483,0.916092275,2
0,adult_one_hot,LIME,1000,2,5000,100,50,[0],0,0.652,0.005,1,0,47.8,SVM,0.061483606,,3.230875205,0.676770268,81.29493943,233.4527672,0.904345457,2
0,adult_one_hot,LIME,1000,2,5000,100,51,[0],0,0.656,0.002,1,0,39.9,SVM,0.084046838,,3.650301212,0.705840238,78.91667142,229.6096444,0.908412307,2
0,adult_one_hot,LIME,1000,2,5000,100,52,[0],0,0.64,0.006,1,0,47,SVM,0.337490832,,3.48829267,0.697148934,82.22200184,228.6586415,0.913230216,2
0,adult_one_hot,LIME,1000,2,5000,100,53,[0],0,0.608,0,1,0,41.9,SVM,0.059871521,,3.209466037,0.668319541,78.3348792,199.7182492,0.919460014,2
0,adult_one_hot,LIME,1000,2,5000,100,54,[0],0,0.666,0.003,1,0,52.8,SVM,0.085620084,,3.449473585,0.678914222,72.79447393,217.8570876,0.91227307,2
0,adult_one_hot,LIME,1000,2,5000,100,55,[0],0,0.634,0,1,0,17.3,SVM,0.260757279,,3.089405948,0.660229503,80.58597558,219.9034562,0.912175571,2
0,adult_one_hot,LIME,1000,2,5000,100,56,[0],0,0.676,0,1,0,20.4,SVM,0.066630399,,3.316010504,0.683401195,75.12416521,231.5786652,0.89784852,2
0,adult_one_hot,LIME,1000,2,5000,100,57,[1],1,0.654,0.064,1,0,46.6,SVM,0.32158805,,3.26179286,0.702148854,77.51605673,224.2340031,0.913370943,2
0,adult_one_hot,LIME,1000,2,5000,100,58,[0],0,0.608,0.002,1,0,22.4,SVM,0.04001706,,3.210014765,0.685428764,82.44984882,210.4907374,0.895131258,2
0,adult_one_hot,LIME,1000,2,5000,100,59,[0],0,0.655,0,1,0,67.9,SVM,0.148080468,,2.932706853,0.644663825,74.99709127,217.2331953,0.927044171,2
0,adult_one_hot,LIME,1000,2,5000,100,60,[0],0,0.667,0.001,1,0,39.9,SVM,0.073330752,,3.635889107,0.713440336,77.01091627,231.3762542,0.907575553,2
0,adult_one_hot,LIME,1000,2,5000,100,61,[0],0,0.673,0.008,1,0,30.8,SVM,0.07658124,,3.346175102,0.677175925,72.50857245,221.7288387,0.922374075,2
0,adult_one_hot,LIME,1000,2,5000,100,62,[1],1,0.646,0.099,1,0,35.1,SVM,0.219042376,,3.39391206,0.686247107,79.28992478,223.7450261,0.91068396,2
0,adult_one_hot,LIME,1000,2,5000,100,63,[0],0,0.646,0.107,1,0,70.7,SVM,0.149522192,,3.661263857,0.706559415,75.49450358,213.1728963,0.900306583,2
0,adult_one_hot,LIME,1000,2,5000,100,64,[0],0,0.641,0.004,1,0,44.9,SVM,0.180475973,,3.187623847,0.667374244,78.87616356,219.8315257,0.910628442,2
0,adult_one_hot,LIME,1000,2,5000,100,65,[1],1,0.635,0.074,1,0,49.1,SVM,0.015238252,,3.536029401,0.692364179,85.42842197,233.9961743,0.910459345,2
0,adult_one_hot,LIME,1000,2,5000,100,66,[0],0,0.617,0.001,1,0,46.1,SVM,0.021841684,,3.034138079,0.642517038,80.6858299,210.4083671,0.896750638,2
0,adult_one_hot,LIME,1000,2,5000,100,67,[0],0,0.63,0,1,0,49.5,SVM,0.167253802,,3.096936492,0.619150979,75.62824635,204.3812408,0.893399794,2
0,adult_one_hot,LIME,1000,2,5000,100,68,[1],1,0.639,0.151,1,0,80.6,SVM,0.110591849,,3.994765972,0.726165346,81.49140903,225.9106633,0.925331575,2
0,adult_one_hot,LIME,1000,2,5000,100,69,[0],0,0.653,0.001,1,0,39.5,SVM,0.061809041,,3.390902581,0.687849687,73.90191407,213.255957,0.898756381,2
0,adult_one_hot,LIME,1000,2,5000,100,70,[0],0,0.659,0,1,0,59.6,SVM,0.16474184,,3.663565829,0.701225822,72.37071958,212.2520263,0.924926927,2
0,adult_one_hot,LIME,1000,2,5000,100,71,[1],0,0.666,0.054,1,0,58.7,SVM,0.197405316,,3.832068165,0.710177879,74.32755131,222.6361053,0.906297811,2
0,adult_one_hot,LIME,1000,2,5000,100,72,[1],1,0.635,0.11,1,0,14.4,SVM,0.075329055,,3.460664262,0.686173341,80.56115479,220.7060888,0.917487933,2
0,adult_one_hot,LIME,1000,2,5000,100,73,[0],0,0.671,0.001,1,0,21.6,SVM,0.14769158,,3.572945272,0.69313835,72.96862043,222.0082703,0.926482003,2
0,adult_one_hot,LIME,1000,2,5000,100,74,[0],0,0.63,0.011,1,0,44,SVM,0.109348202,,3.603260306,0.679783945,82.764182,223.8717467,0.905348756,2
0,adult_one_hot,LIME,1000,2,5000,100,75,[1],1,0.67,0.002,1,0,62.1,SVM,0.138738561,,3.295191607,0.694632087,74.91110436,227.2800801,0.907911766,2
0,adult_one_hot,LIME,1000,2,5000,100,76,[1],1,0.64,0.002,1,0,44.4,SVM,0.044585687,,3.089643002,0.656024625,77.72871774,216.1099411,0.897594779,2
0,adult_one_hot,LIME,1000,2,5000,100,77,[0],0,0.661,0.006,1,0,36.3,SVM,0.019988953,,3.344866156,0.679120022,76.42886179,225.1557609,0.909412144,2
0,adult_one_hot,LIME,1000,2,5000,100,78,[0],0,0.641,0,1,0,27.7,SVM,0.071879559,,3.434455848,0.689571282,82.94206788,231.0838113,0.912673245,2
0,adult_one_hot,LIME,1000,2,5000,100,79,[0],0,0.652,0.001,1,0,46.8,SVM,0.110333023,,3.471381908,0.667685621,72.52509853,208.3251441,0.886140265,2
0,adult_one_hot,LIME,1000,2,5000,100,80,[1],1,0.637,0.075,1,0,69,SVM,0.25261794,,3.187802837,0.65556553,78.05745008,214.9645815,0.910412483,2
0,adult_one_hot,LIME,1000,2,5000,100,81,[1],1,0.632,0.146,1,0,71.4,SVM,0.142433215,,3.067573248,0.637870301,75.57698806,205.1028786,0.924514824,2
0,adult_one_hot,LIME,1000,2,5000,100,82,[1],1,0.637,0.032,1,0,49.2,SVM,0.406002577,,3.401765966,0.660121645,81.1160662,223.336682,0.91277471,2
0,adult_one_hot,LIME,1000,2,5000,100,83,[0],0,0.651,0,1,0,27.4,SVM,0.163412588,,3.473332164,0.690632061,75.54074153,216.251602,0.914866062,2
0,adult_one_hot,LIME,1000,2,5000,100,84,[0],0,0.653,0.096,1,0,19.4,SVM,0.08081405,,3.165918937,0.646870362,73.29981029,211.2514147,0.900105496,2
0,adult_one_hot,LIME,1000,2,5000,100,85,[0],0,0.631,0.001,1,0,40.1,SVM,0.041046922,,3.470115028,0.669770479,76.08710894,206.2127647,0.899475864,2
0,adult_one_hot,LIME,1000,2,5000,100,86,[0],0,0.657,0.003,1,0,56.1,SVM,0.31722648,,3.063177615,0.656877043,73.72273005,214.8171495,0.915907552,2
0,adult_one_hot,LIME,1000,2,5000,100,87,[0],0,0.632,0.003,1,0,73.5,SVM,0.106430014,,3.379988393,0.666668419,83.84751917,227.6493596,0.890167867,2
0,adult_one_hot,LIME,1000,2,5000,100,88,[0],1,0.632,0,1,0,31.2,SVM,0.133018644,,3.283988786,0.674100735,81.99374444,222.8025013,0.912924543,2
0,adult_one_hot,LIME,1000,2,5000,100,89,[0],0,0.64,0,1,0,27.3,SVM,0.132932286,,3.498132908,0.676212414,80.05647218,222.3938193,0.924745427,2
0,adult_one_hot,LIME,1000,2,5000,100,90,[1],0,0.676,0.002,1,0,32.8,SVM,0.46532491,,3.161628596,0.667113288,77.09593732,238.076126,0.90904601,2
0,adult_one_hot,LIME,1000,2,5000,100,91,[1],1,0.637,0.107,1,0,40.5,SVM,0.211203437,,3.153536948,0.654644145,76.75357067,211.6562297,0.921207798,2
0,adult_one_hot,LIME,1000,2,5000,100,92,[0],1,0.628,0.001,1,0,17.7,SVM,0.238470655,,3.173030795,0.65705199,78.02400856,209.8362671,0.92213157,2
0,adult_one_hot,LIME,1000,2,5000,100,93,[0],1,0.596,0,1,0,15.7,SVM,0.134666192,,3.277036348,0.642476242,81.48770276,201.899813,0.909485958,2
0,adult_one_hot,LIME,1000,2,5000,100,94,[1],0,0.653,0.04,1,0,32.2,SVM,0.395888956,,3.298099022,0.671932941,79.76175185,229.5789244,0.920103659,2
0,adult_one_hot,LIME,1000,2,5000,100,95,[1],1,0.619,0,1,0,41.6,SVM,0.125719604,,3.534307655,0.689376195,84.61319455,222.018439,0.918033179,2
0,adult_one_hot,LIME,1000,2,5000,100,96,[1],1,0.644,0.001,1,0,30.5,SVM,0.168138611,,3.285718382,0.660319074,81.31022375,228.170626,0.918140111,2
0,adult_one_hot,LIME,1000,2,5000,100,97,[1],1,0.634,0.005,1,0,65.7,SVM,0.019435857,,3.542674265,0.675860111,82.22281228,224.4841386,0.919780928,2
0,adult_one_hot,LIME,1000,2,5000,100,98,[0],0,0.627,0.002,1,0,27.3,SVM,0.050390501,,2.975203317,0.657644026,81.51851199,218.5022101,0.905725231,2
0,adult_one_hot,LIME,1000,2,5000,100,99,[0],0,0.653,0,1,0,47.4,SVM,0.182542345,,3.192798237,0.663621533,74.44201255,214.3136366,0.911168099,2
0,adult_one_hot,LIME,1000,4,5000,100,0,[0],1,0.739,0,1,0,60.6,NN,0.25276,,5.573566644,1.009188645,85.43215788,327.4310829,0.906529721,4
0,adult_one_hot,LIME,1000,4,5000,100,1,[0],0,0.719,0.004,1,0,60.8,NN,0.302177429,,5.62305707,0.994295449,92.50166061,329.7530444,0.90852176,4
0,adult_one_hot,LIME,1000,4,5000,100,2,[0],1,0.716,0.003,1,0,78.9,NN,0.233270809,,5.316610142,0.930036312,96.16113581,338.9978601,0.913955126,4
0,adult_one_hot,LIME,1000,4,5000,100,3,[0],0,0.677,0,1,0,80.3,NN,0.164346844,,4.85671992,0.911863159,106.363529,328.8843903,0.921286135,4
0,adult_one_hot,LIME,1000,4,5000,100,4,[0],0,0.721,0,1,0,143.4,NN,0.036694452,,6.198708816,1.115105321,92.20682947,330.3606519,0.893963003,4
0,adult_one_hot,LIME,1000,4,5000,100,5,[0],1,0.743,0,1,0,118.5,NN,0.115328602,,5.593724808,0.988271516,91.31556808,354.9697002,0.924319626,4
0,adult_one_hot,LIME,1000,4,5000,100,6,[0],0,0.702,0,1,0,422.3,NN,0.011889976,,6.142691187,1.036464668,102.1989883,343.115078,0.915114466,4
0,adult_one_hot,LIME,1000,4,5000,100,7,[0],0,0.709,0,1,0,70.8,NN,0.057415873,,6.275831343,1.057119915,101.122945,346.9967514,0.912530884,4
0,adult_one_hot,LIME,1000,4,5000,100,8,[0],0,0.744,0.004,1,0,23.8,NN,0.037716728,,5.306729906,1.003006225,88.50717468,346.4020075,0.916988942,4
0,adult_one_hot,LIME,1000,4,5000,100,9,[0],0,0.696,0,1,0,33,NN,0.156233177,,5.80526614,0.991892671,100.3545603,330.2689165,0.913928141,4
0,adult_one_hot,LIME,1000,4,5000,100,10,[0],0,0.747,0.003,1,0,83.9,NN,0.000705712,,5.865036832,1.041442951,87.39975141,345.7076487,0.910983524,4
0,adult_one_hot,LIME,1000,4,5000,100,11,[0],1,0.697,0.002,1,0,64.4,NN,0.103567161,,5.554469442,0.972853123,97.78948539,322.7899137,0.908934719,4
0,adult_one_hot,LIME,1000,4,5000,100,12,[0],0,0.729,0.001,1,0,98.5,NN,3.32233E-05,,5.775524037,1.008329708,94.48375351,348.0998791,0.901618829,4
