,dataset,weighting_fn,epoch_num,latent_size,num_samples,select_percent,instance_no,predict_label,label,r2,mse,element1,element3,process_time,target_model,local_output,Active_latent_dim,L1,L2,RSS,TSS,WRSR,WRSR2,Peason,spearman,Kendor,auto_encoder_latent_dim
0,adult_one_hot,VAE,1000,6,5000,100,11,[0],1,0.928,0.064,1,0,42.6,NN,0.103567161,2,6.444649216,1.151464404,9.929541335,138.5596082,0.575795128,0.848747908,-0.232266374,-0.315159459,-0.213826497,6
0,adult_one_hot,VAE,1000,6,5000,100,12,[0],0,0.862,0.013,1,0,36.4,NN,0.0000332,2,6.236550741,1.205795389,11.01188576,79.51005086,0.5839612,0.856688016,-0.193341972,-0.222994633,-0.148327915,6
0,adult_one_hot,VAE,1000,6,5000,100,13,[0],0,0.812,0,1,0,37.1,NN,0.000445553,3,4.392511152,0.918679706,3.185458603,16.9642271,0.55114885,0.808539094,-0.212507453,-0.26494763,-0.178756506,6
0,adult_one_hot,VAE,1000,6,5000,100,14,[0],0,0.903,0.001,1,0,40,NN,0.018539868,2,6.048854788,1.205594214,5.615351222,57.77832286,0.556698909,0.820445939,-0.275454741,-0.314099888,-0.214325511,6
0,adult_one_hot,VAE,1000,6,5000,100,15,[0],0,0.953,0.016,1,0,24.5,NN,0.049915954,2,6.812187679,1.235953144,7.710499211,163.5091108,0.585833813,0.859808886,-0.235202093,-0.176130015,-0.116939661,6
0,adult_one_hot,VAE,1000,6,5000,100,16,[0],0,0.944,0.094,1,0,25.8,NN,0.485341072,2,5.571472613,1.014674725,12.09357376,216.0339443,0.593268837,0.865241949,-0.211785466,-0.308207762,-0.207866567,6
0,adult_one_hot,VAE,1000,6,5000,100,17,[0],0,0.9,0,1,0,45.1,NN,0.008687083,2,5.750140312,1.073638913,12.8294041,128.053846,0.595111775,0.870998358,-0.225294577,-0.33041423,-0.222977805,6
0,adult_one_hot,VAE,1000,6,5000,100,18,[0],0,0.957,0.001,1,0,26.4,NN,0.050084002,2,6.228263622,1.116349363,6.946339409,160.4034329,0.581280023,0.851077844,-0.262000999,-0.237020844,-0.159508423,6
0,adult_one_hot,VAE,1000,6,5000,100,19,[0],0,0.626,0,1,0,20.1,NN,0.0000061,1,1.431136049,0.315256537,0.770954967,2.06036037,0.432281961,0.630700046,-0.132379017,-0.297700018,-0.200214587,6
0,adult_one_hot,VAE,1000,6,5000,100,20,[0],1,0.923,0.002,1,0,26.5,NN,0.199093312,2,6.131163379,1.11450034,23.36064639,304.7130624,0.652422056,0.95720179,-0.101925357,-0.139692735,-0.093106004,6
0,adult_one_hot,VAE,1000,6,5000,100,21,[1],1,0.93,0.086,1,0,34.7,NN,0.274322808,2,6.170761619,1.116160278,20.72516704,296.3469798,0.624729569,0.919314924,-0.158802685,-0.138868492,-0.092484508,6
0,adult_one_hot,VAE,1000,6,5000,100,22,[1],1,0.949,0.031,1,0,23.1,NN,0.176190376,2,5.659466941,1.078698458,13.46305965,263.0235206,0.604301182,0.88732846,-0.20164605,-0.1807479,-0.120200294,6
0,adult_one_hot,VAE,1000,6,5000,100,23,[0],1,0.961,0.01,1,0,42.3,NN,0.191914558,2,5.609573878,0.998572994,8.46968672,217.9536368,0.583953787,0.860547288,-0.240047626,-0.270936868,-0.182814658,6
0,adult_one_hot,VAE,1000,6,5000,100,24,[0],1,0.956,0.08,1,0,31.3,NN,0.396759242,3,6.303442322,1.172712973,9.014605318,203.5051416,0.596872255,0.876494673,-0.222336111,-0.157280652,-0.10460295,6
0,adult_one_hot,VAE,1000,6,5000,100,25,[0],1,0.935,0.001,1,0,37.1,NN,0.107321955,2,6.282299871,1.175618462,7.968721626,122.3991834,0.589599891,0.861814016,-0.216339979,-0.296821688,-0.201296964,6
0,adult_one_hot,VAE,1000,6,5000,100,26,[1],1,0.922,0.038,1,0,41,NN,0.374246001,3,6.03569204,1.167682485,20.02828128,257.0390842,0.627607191,0.912345565,-0.1898937,-0.183098725,-0.121039973,6
0,adult_one_hot,VAE,1000,6,5000,100,27,[1],1,0.932,0.109,1,0,23,NN,0.365929008,2,5.882176429,1.074168505,20.53514533,303.2037513,0.635935771,0.927210652,-0.153681651,-0.14695848,-0.098012258,6
0,adult_one_hot,VAE,1000,6,5000,100,28,[0],0,0.921,0,1,0,26.4,NN,0.406987101,3,6.136681912,1.188905268,12.79683682,162.8640664,0.588277772,0.865086204,-0.239174202,-0.251376105,-0.168993153,6
0,adult_one_hot,VAE,1000,6,5000,100,29,[0],0,0.9,0.004,1,0,38.7,NN,0.009379586,2,5.876230009,1.106473683,11.24823744,112.3126543,0.58812413,0.862172611,-0.234577401,-0.285224846,-0.192699577,6
0,adult_one_hot,VAE,1000,6,5000,100,30,[1],1,0.945,0,1,0,32.2,NN,0.457528949,2,5.009720505,0.941118186,15.37187237,278.3824088,0.62656817,0.922170876,-0.136681824,-0.122962033,-0.081162005,6
0,adult_one_hot,VAE,1000,6,5000,100,31,[0],0,0.947,0.027,1,0,27.8,NN,0.412958801,1,6.94934994,1.22389544,7.36516489,138.4529183,0.576437599,0.843076301,-0.257262406,-0.275846926,-0.187439658,6
0,adult_one_hot,VAE,1000,6,5000,100,32,[1],1,0.912,0.256,1,0,27,NN,0.070501208,2,6.445132012,1.167959669,22.14355781,251.2883767,0.635136499,0.934268591,-0.151290477,-0.21260877,-0.141757792,6
0,adult_one_hot,VAE,1000,6,5000,100,33,[0],0,0.912,0.006,1,0,25,NN,0.004906174,2,6.710110267,1.262422823,21.4181282,243.7191512,0.646249357,0.944950024,-0.114500059,-0.228812288,-0.15285606,6
0,adult_one_hot,VAE,1000,6,5000,100,34,[0],0,0.861,0,1,0,32.8,NN,0.000439331,2,4.573814603,1.010951474,3.343339096,24.09993228,0.556109453,0.81363834,-0.25029825,-0.280136613,-0.190041345,6
0,adult_one_hot,VAE,1000,6,5000,100,35,[0],0,0.928,0.008,1,0,38.2,NN,0.005665987,2,5.718238625,1.149377572,3.287910033,45.53266001,0.562682052,0.827926988,-0.303392364,-0.276360846,-0.186598006,6
0,adult_one_hot,VAE,1000,6,5000,100,36,[0],0,0.914,0.005,1,0,32.6,NN,0.088870473,2,6.647263976,1.213156386,22.64767025,264.6624495,0.637499734,0.934401846,-0.14720583,-0.190329391,-0.125698065,6
0,adult_one_hot,VAE,1000,6,5000,100,37,[0],1,0.929,0.012,1,0,42.6,NN,0.393408149,2,5.506274454,1.08211088,12.78577615,179.9359115,0.593951581,0.875331362,-0.207366227,-0.241016769,-0.162203446,6
0,adult_one_hot,VAE,1000,6,5000,100,38,[0],0,0.641,0,1,0,28.2,NN,0.0000488,1,1.574461123,0.354138639,0.870378661,2.424497388,0.474047194,0.698983309,-0.114592936,-0.30030794,-0.201731631,6
0,adult_one_hot,VAE,1000,6,5000,100,39,[0],0,0.953,0.101,1,0,30.4,NN,0.022502074,2,6.931092779,1.230358794,6.269260871,134.0433052,0.573106214,0.840970723,-0.269899034,-0.278214845,-0.188132699,6
0,adult_one_hot,VAE,1000,6,5000,100,40,[0],0,0.9,0.03,1,0,36.9,NN,0.001054904,2,5.532519529,1.166283519,4.295279377,42.92604357,0.562348762,0.823343396,-0.259092099,-0.304902368,-0.207614384,6
0,adult_one_hot,VAE,1000,6,5000,100,41,[0],0,0.875,0.001,1,0,33.4,NN,0.014970413,1,4.786633989,1.04337497,3.884017306,31.17112344,0.537093496,0.788520029,-0.24721698,-0.324824671,-0.221274761,6
0,adult_one_hot,VAE,1000,6,5000,100,42,[0],0,0.912,0.001,1,0,20.7,NN,0.047110222,2,5.987916449,1.214831679,5.291317401,59.97664201,0.560379292,0.82002165,-0.270188137,-0.297372113,-0.202144486,6
0,adult_one_hot,VAE,1000,6,5000,100,43,[0],0,0.761,0,1,0,27.8,NN,0.000165383,1,3.007811092,0.5871812,1.538629876,6.440525584,0.496742889,0.728292409,-0.175854614,-0.30196228,-0.203175119,6
0,adult_one_hot,VAE,1000,6,5000,100,44,[0],1,0.919,0.071,1,0,34.3,NN,0.435971648,2,5.967426611,1.107750236,21.0460145,260.5530222,0.628213271,0.91945113,-0.168497496,-0.205004266,-0.137344131,6
0,adult_one_hot,VAE,1000,6,5000,100,45,[0],0,0.855,0.001,1,0,22.3,NN,0.000337806,2,4.628035923,0.989334225,3.427559088,23.62903355,0.549760787,0.80706814,-0.240187863,-0.288552076,-0.193850486,6
0,adult_one_hot,VAE,1000,6,5000,100,46,[1],1,0.941,0.15,1,0,23.9,NN,0.352532148,2,6.17100046,1.083578369,12.27739493,208.0022125,0.579676038,0.850029396,-0.215910992,-0.224029275,-0.1509082,6
0,adult_one_hot,VAE,1000,6,5000,100,47,[0],0,0.676,0,1,0,17.8,NN,0.0000111,1,2.183965475,0.43286896,1.265614107,3.90391019,0.495015991,0.721362735,-0.162666004,-0.296295064,-0.198617186,6
0,adult_one_hot,VAE,1000,6,5000,100,48,[0],0,0.919,0.162,1,0,60.8,NN,0.113044828,2,6.320902978,1.166279448,28.70441884,354.172672,0.65247577,0.954386878,-0.11995766,-0.166375342,-0.111022298,6
0,adult_one_hot,VAE,1000,6,5000,100,49,[1],0,0.945,0.124,1,0,62.3,NN,0.400569618,2,5.874175989,1.09595577,10.97824645,199.4429565,0.576208965,0.849558751,-0.232510106,-0.276503324,-0.186637487,6
0,adult_one_hot,VAE,1000,6,5000,100,50,[0],0,0.908,0,1,0,49.8,NN,0.001677739,2,5.30343799,1.098559143,3.518568491,38.09039467,0.568468762,0.829669391,-0.272085279,-0.320777679,-0.218447794,6
0,adult_one_hot,VAE,1000,6,5000,100,51,[0],0,0.888,0.428,1,0,24.8,NN,0.004312415,2,6.263972518,1.162138335,14.03434705,125.0793492,0.607167571,0.891480141,-0.168878249,-0.253568992,-0.171085545,6
0,adult_one_hot,VAE,1000,6,5000,100,52,[0],0,0.946,0,1,0,61,NN,0.069561735,2,5.943756447,1.089909455,11.55088734,215.6983868,0.579595328,0.854625225,-0.227762545,-0.213481054,-0.143835779,6
0,adult_one_hot,VAE,1000,6,5000,100,53,[0],0,0.911,0.026,1,0,53.6,NN,0.012912667,2,6.377033952,1.124503114,26.43708204,296.9349237,0.633835726,0.934702156,-0.1582135,-0.229072933,-0.153687033,6
0,adult_one_hot,VAE,1000,6,5000,100,54,[0],0,0.906,0,1,0,37.4,NN,0.012652857,1,6.022172743,1.161935003,6.922136939,73.61949717,0.569236386,0.833746712,-0.242697042,-0.367591742,-0.250839198,6
0,adult_one_hot,VAE,1000,6,5000,100,55,[1],0,0.934,0.031,1,0,51.4,NN,0.444923043,2,6.299237971,1.225268242,12.70142231,192.9676776,0.580018136,0.846900711,-0.248691367,-0.251657657,-0.169470141,6
0,adult_one_hot,VAE,1000,6,5000,100,56,[0],0,0.912,0.001,1,0,33.8,NN,0.078023322,2,5.986041964,1.13712152,12.42816056,141.3802176,0.585071395,0.858041243,-0.252643372,-0.304961198,-0.206807099,6
0,adult_one_hot,VAE,1000,6,5000,100,57,[0],1,0.932,0,1,0,67.6,NN,0.432007581,2,5.545054871,1.052013481,20.83718128,305.5035739,0.630950401,0.925070409,-0.159754277,-0.132696112,-0.087858101,6
0,adult_one_hot,VAE,1000,6,5000,100,58,[0],0,0.904,0,1,0,30.7,NN,0.001301984,2,5.534223973,1.065694707,3.228579701,33.77208663,0.556372176,0.81292385,-0.243995728,-0.26624509,-0.180464499,6
0,adult_one_hot,VAE,1000,6,5000,100,59,[0],0,0.926,0.054,1,0,65,NN,0.290880471,2,6.188273085,1.18281499,7.576413642,102.6179144,0.577355441,0.845001334,-0.24840531,-0.339328746,-0.229754326,6
0,adult_one_hot,VAE,1000,6,5000,100,60,[0],0,0.859,0.001,1,0,44.8,NN,0.028090172,1,5.001131628,1.058689633,4.332610987,30.82866985,0.55088592,0.810444753,-0.255846253,-0.313272106,-0.212156702,6
0,adult_one_hot,VAE,1000,6,5000,100,61,[0],0,0.905,0.002,1,0,25.7,NN,0.0053542,2,5.438372003,1.119628667,3.887708004,40.98504823,0.560929644,0.819117545,-0.261749425,-0.320506166,-0.218286623,6
0,adult_one_hot,VAE,1000,6,5000,100,62,[0],1,0.926,0.001,1,0,16.3,NN,0.484077305,3,6.100367393,1.134658852,22.98794307,311.8708687,0.636551611,0.935042559,-0.151105265,-0.145895654,-0.096696879,6
0,adult_one_hot,VAE,1000,6,5000,100,63,[0],0,0.89,0.042,1,0,16,NN,0.0001595,2,6.887072558,1.353099743,17.10199675,155.5536162,0.614106906,0.89997578,-0.168076614,-0.205364245,-0.135150124,6
0,adult_one_hot,VAE,1000,6,5000,100,64,[0],0,0.868,0.001,1,0,26.5,NN,0.0000317,1,7.030571455,1.235311911,7.687618609,58.30579124,0.586559526,0.858054676,-0.234953834,-0.268531578,-0.182181265,6
0,adult_one_hot,VAE,1000,6,5000,100,65,[1],1,0.953,0.125,1,0,43.4,NN,0.037483811,3,5.708781486,0.996896396,11.98028334,255.3869701,0.59648182,0.871267885,-0.206050644,-0.188182976,-0.12402763,6
0,adult_one_hot,VAE,1000,6,5000,100,66,[0],0,0.912,0,1,0,46.6,NN,0.0000974,2,6.697355953,1.269062849,7.405875396,84.43885576,0.574146636,0.841110229,-0.253383285,-0.302359689,-0.204149999,6
0,adult_one_hot,VAE,1000,6,5000,100,67,[0],0,0.945,0,1,0,6.3,NN,0.017455909,1,6.170994397,1.101496652,10.90118671,197.9250893,0.586042086,0.863069103,-0.191491252,-0.208705072,-0.139678838,6
0,adult_one_hot,VAE,1000,6,5000,100,68,[1],1,0.939,0.027,1,0,66.8,NN,0.215933859,2,5.727817377,1.036893665,16.08683388,261.8738024,0.603901436,0.885830688,-0.198140899,-0.196033403,-0.130858342,6
0,adult_one_hot,VAE,1000,6,5000,100,69,[0],0,0.911,0.03,1,0,6.2,NN,0.014160527,2,6.114649465,1.078703833,26.89177285,302.5738143,0.651543858,0.950804451,-0.125717489,-0.186339251,-0.124360177,6
0,adult_one_hot,VAE,1000,6,5000,100,70,[0],0,0.906,0.001,1,0,6.2,NN,0.333307207,2,6.214129985,1.17322648,16.41142694,174.2690411,0.608207519,0.89186356,-0.209007962,-0.263775271,-0.177434365,6
0,adult_one_hot,VAE,1000,6,5000,100,71,[1],0,0.944,0.303,1,0,5.8,NN,0.270474672,2,4.918496311,0.973751788,14.80945516,262.5047522,0.620397479,0.912644236,-0.166661207,-0.119304678,-0.079090308,6
0,adult_one_hot,VAE,1000,6,5000,100,72,[1],1,0.935,0.053,1,0,45.2,NN,0.149288952,2,5.796819236,1.067417121,17.42539881,267.330128,0.614204402,0.896506881,-0.192139314,-0.150872194,-0.100404501,6
0,adult_one_hot,VAE,1000,6,5000,100,73,[0],0,0.912,0.043,1,0,36,NN,0.311945289,2,6.348187766,1.123894662,25.01332291,283.6400975,0.636782918,0.927708173,-0.176595564,-0.263609884,-0.177354219,6
0,adult_one_hot,VAE,1000,6,5000,100,74,[0],0,0.94,0.226,1,0,7.5,NN,0.128949612,2,5.272229328,0.977446095,15.48601271,257.3987449,0.621550675,0.906115112,-0.171016418,-0.229079884,-0.153202763,6
0,adult_one_hot,VAE,1000,6,5000,100,75,[1],1,0.903,0,1,0,44.3,NN,5.96E-08,2,4.998825118,1.043002286,14.91575127,154.1453122,0.626682627,0.917954028,-0.13354304,-0.244375067,-0.162736098,6
0,adult_one_hot,VAE,1000,6,5000,100,76,[1],1,0.934,0.106,1,0,33.2,NN,0.011061907,1,5.454046076,1.041658317,18.57491156,281.5036627,0.652855293,0.954384067,-0.101901035,-0.027984027,-0.017802283,6
0,adult_one_hot,VAE,1000,6,5000,100,77,[0],0,0.8,0,1,0,52.8,NN,0.0000103,1,3.757432303,0.743787777,2.101220234,10.48764659,0.529809311,0.777056584,-0.18478928,-0.300413412,-0.201788519,6
0,adult_one_hot,VAE,1000,6,5000,100,78,[0],0,0.923,0.001,1,0,30.7,NN,0.013996978,2,7.000129287,1.272266563,6.157288354,79.87726381,0.558603042,0.819152645,-0.249422763,-0.297431441,-0.202225614,6
0,adult_one_hot,VAE,1000,6,5000,100,79,[0],0,0.892,0,1,0,24.4,NN,0.045813665,1,6.031770104,1.154357095,11.25610679,104.5559891,0.594422887,0.866257829,-0.226142995,-0.300918582,-0.203004251,6
0,adult_one_hot,VAE,1000,6,5000,100,80,[0],1,0.951,0.005,1,0,5.8,NN,0.488330841,2,4.925355323,0.943265215,12.42828209,254.6917432,0.612565986,0.897755552,-0.191019417,-0.212725819,-0.141345989,6
0,adult_one_hot,VAE,1000,6,5000,100,81,[1],1,0.939,0.122,1,0,5.7,NN,0.263094962,2,5.767015559,1.039214746,15.20943864,249.6026298,0.595474834,0.872591662,-0.198733342,-0.191001455,-0.128191088,6
0,adult_one_hot,VAE,1000,6,5000,100,82,[1],1,0.921,0.025,1,0,5.3,NN,0.481938899,2,6.132173387,1.100431461,25.14809588,319.8536624,0.640914649,0.93737246,-0.147687575,-0.131753002,-0.087970318,6
0,adult_one_hot,VAE,1000,6,5000,100,83,[0],0,0.955,0.021,1,0,5.7,NN,0.148218334,1,6.020711121,1.097369189,7.266605545,161.4624714,0.575783836,0.841603742,-0.232884131,-0.197858595,-0.132387821,6
0,adult_one_hot,VAE,1000,6,5000,100,84,[0],0,0.867,0,1,0,27.3,NN,0.002534718,0,5.70762111,1.046660034,5.989680738,45.04406396,0.561263733,0.825992081,-0.234085743,-0.332289951,-0.226616597,6
0,adult_one_hot,VAE,1000,6,5000,100,85,[0],0,0.889,0.064,1,0,9.4,NN,0.000572423,2,5.404986131,1.045140149,3.283750203,29.52272886,0.540030148,0.790631631,-0.274841873,-0.281596533,-0.190575109,6
0,adult_one_hot,VAE,1000,6,5000,100,86,[0],0,0.912,0,1,0,5.4,NN,0.000555409,2,5.824486756,1.133095375,12.57018667,142.7622405,0.587150818,0.862024602,-0.236714846,-0.289629962,-0.196193557,6
0,adult_one_hot,VAE,1000,6,5000,100,87,[0],0,0.951,0,1,0,5.4,NN,0.010624024,1,6.317983033,1.197569666,6.78154738,139.7714141,0.598622096,0.878349673,-0.226703411,-0.199823152,-0.133212317,6
0,adult_one_hot,VAE,1000,6,5000,100,88,[0],1,0.961,0.002,1,0,34,NN,0.09647914,2,6.497447333,1.148816429,7.170611197,184.3863448,0.562379509,0.826863191,-0.246751886,-0.248809401,-0.167588685,6
0,adult_one_hot,VAE,1000,6,5000,100,89,[0],0,0.92,0.01,1,0,12.1,NN,0.201182529,2,6.118212469,1.197457103,9.754717203,121.9993441,0.579167161,0.851272263,-0.244954504,-0.301676311,-0.206492846,6
0,adult_one_hot,VAE,1000,6,5000,100,90,[0],0,0.909,0.27,1,0,19.8,NN,0.050593648,2,6.287448409,1.131867028,19.74478524,216.8195992,0.623699153,0.915549597,-0.181388179,-0.262669186,-0.175370243,6
0,adult_one_hot,VAE,1000,6,5000,100,91,[1],1,0.955,0.187,1,0,28.5,NN,0.446262002,2,5.294056754,0.98059925,10.38333757,231.5533934,0.5887928,0.862038042,-0.212492088,-0.210031807,-0.14104438,6
0,adult_one_hot,VAE,1000,6,5000,100,92,[0],1,0.915,0.103,1,0,25.4,NN,0.393970639,2,5.977389664,1.124378215,17.30611764,203.3954053,0.62022893,0.910683323,-0.175875301,-0.245863577,-0.167245883,6
0,adult_one_hot,VAE,1000,6,5000,100,93,[0],1,0.925,0.007,1,0,35.5,NN,0.113450326,3,6.649545829,1.25079338,10.57116431,140.5629056,0.581327141,0.851331935,-0.250942074,-0.234670655,-0.158431849,6
0,adult_one_hot,VAE,1000,6,5000,100,94,[0],0,0.906,0.01,1,0,24.2,NN,0.310988456,4,6.574591584,1.122196854,21.91766919,234.147017,0.632158698,0.92340522,-0.168704431,-0.237584552,-0.159124996,6
0,adult_one_hot,VAE,1000,6,5000,100,95,[0],1,0.953,0.003,1,0,25.5,NN,0.358168155,2,5.681590473,1.027836772,10.119576,217.5845355,0.595419353,0.871021035,-0.212316641,-0.234396392,-0.157098683,6
0,adult_one_hot,VAE,1000,6,5000,100,96,[1],1,0.928,0.088,1,0,5.2,NN,0.46276933,2,5.96657037,1.046327847,19.89153683,277.4428301,0.626286279,0.922326356,-0.163500003,-0.194324518,-0.12955231,6
0,adult_one_hot,VAE,1000,6,5000,100,97,[1],1,0.947,0.155,1,0,5.6,NN,0.043189228,2,5.072774374,0.959935172,13.50126449,256.6976093,0.607298907,0.891263617,-0.188958168,-0.180856464,-0.119694829,6
0,adult_one_hot,VAE,1000,6,5000,100,98,[0],0,0.923,0.001,1,0,5.7,NN,0.003677751,2,6.260224999,1.162155681,4.548395347,59.24397904,0.564750421,0.825589985,-0.275025381,-0.307745057,-0.208872788,6
0,adult_one_hot,VAE,1000,6,5000,100,99,[0],0,0.926,0,1,0,5.7,NN,0.215017006,2,5.753101011,1.153760136,11.27425044,152.7406211,0.583517571,0.858657113,-0.226018753,-0.264640651,-0.178041265,6
0,adult_one_hot,VAE,1000,6,5000,100,0,[0],1,0.853,0.02,1,0,17.7,RF,0.13,2,7.390288254,1.419830177,39.01002424,264.6664735,0.661364854,0.969121201,-0.085741851,-0.023581948,-0.015562953,6
0,adult_one_hot,VAE,1000,6,5000,100,1,[0],0,0.797,0.031,1,0,31.7,RF,0.18,2,7.650680614,1.471944882,40.82166278,201.4440366,0.690137765,1.015871,0.045522234,0.069842058,0.046778316,6
0,adult_one_hot,VAE,1000,6,5000,100,2,[0],1,0.823,0.056,1,0,18.2,RF,0.28,2,8.77424381,1.637741373,41.29416615,233.6782341,0.684477188,1.002789973,0.008198605,0.006359842,0.004195239,6
0,adult_one_hot,VAE,1000,6,5000,100,3,[0],0,0.807,0.002,1,0,31.5,RF,0.05,2,6.478758331,1.28087423,33.80204726,174.7538098,0.690471975,1.011161983,0.029550554,0.06972496,0.046998602,6
0,adult_one_hot,VAE,1000,6,5000,100,4,[0],0,0.838,0.004,1,0,26.8,RF,0.07,1,7.699900399,1.507714156,43.80305197,270.3397945,0.66721107,0.981192682,-0.050573493,0.017971343,0.012315263,6
0,adult_one_hot,VAE,1000,6,5000,100,5,[0],1,0.789,0.003,1,0,35.9,RF,0.13,2,7.012650996,1.340285644,36.29328611,171.6371475,0.69228873,1.012787905,0.035628098,0.067978757,0.046144269,6
0,adult_one_hot,VAE,1000,6,5000,100,6,[0],0,0.77,0.007,1,0,37.8,RF,0.04,2,6.788735758,1.254717209,36.93255697,160.5398359,0.69512958,1.020008789,0.046238168,0.070456865,0.04795087,6
0,adult_one_hot,VAE,1000,6,5000,100,7,[0],0,0.821,0.048,1,0,32.7,RF,0,2,7.995256611,1.510635902,43.46425425,243.386247,0.668661433,0.981238094,-0.053033889,-0.029996542,-0.019886138,6
0,adult_one_hot,VAE,1000,6,5000,100,8,[0],0,0.821,0.001,1,0,35,RF,0.12,2,5.889180313,1.092878404,34.24924967,190.8803924,0.678057999,0.993651463,-0.015700862,-0.042551585,-0.028439768,6
0,adult_one_hot,VAE,1000,6,5000,100,9,[0],0,0.818,0.061,1,0,31.9,RF,0.12,2,7.816776723,1.545492695,38.17986525,209.3421918,0.672807561,0.983900656,-0.042901463,-0.001106998,-0.000532266,6
0,adult_one_hot,VAE,1000,6,5000,100,10,[0],0,0.772,0,1,0,34.7,RF,0,2,4.430578208,0.936407272,15.63219912,68.60615967,0.644201376,0.942276467,-0.091155808,-0.156875742,-0.103670747,6
0,adult_one_hot,VAE,1000,6,5000,100,11,[0],1,0.811,0.014,1,0,35.1,RF,0.04,2,7.364598462,1.393849495,38.89347153,206.1407148,0.672110574,0.988422597,-0.032531256,0.006971593,0.005122304,6
0,adult_one_hot,VAE,1000,6,5000,100,12,[0],0,0.86,0,1,0,33.1,RF,0.03,2,3.777249049,0.816284464,17.73623091,126.3014088,0.628954826,0.920804151,-0.12848739,-0.186697661,-0.125310107,6
0,adult_one_hot,VAE,1000,6,5000,100,13,[0],0,0.759,0,1,0,26.6,RF,0,3,4.246148702,0.879507037,8.847365701,36.73723682,0.582401891,0.855151073,-0.17005033,-0.214317891,-0.141413214,6
0,adult_one_hot,VAE,1000,6,5000,100,14,[0],0,0.788,0,1,0,32.5,RF,0,2,5.628732286,1.083066724,27.626212,130.3568728,0.678267371,0.993084897,-0.015540127,-0.018862216,-0.012720305,6
0,adult_one_hot,VAE,1000,6,5000,100,15,[0],0,0.856,0,1,0,23.4,RF,0.28,2,7.287650759,1.398488392,35.02560067,243.8903257,0.653323777,0.958114935,-0.111430165,-0.038601971,-0.025097339,6
0,adult_one_hot,VAE,1000,6,5000,100,16,[1],0,0.821,0.061,1,0,17.3,RF,0.39,2,9.078649706,1.772919574,37.5577514,209.9346179,0.677642946,0.992632283,-0.021045076,-0.011680765,-0.007897259,6
0,adult_one_hot,VAE,1000,6,5000,100,17,[0],0,0.79,0.002,1,0,16.8,RF,0.01,2,6.633109663,1.239698708,39.95612456,190.6288699,0.678900199,0.998436731,-0.004197994,0.019800686,0.013555191,6
0,adult_one_hot,VAE,1000,6,5000,100,18,[0],0,0.841,0.001,1,0,20.9,RF,0.01,2,7.218210506,1.416207663,40.70881808,255.9365939,0.663705941,0.974057305,-0.07345025,-0.002652156,-0.001615443,6
0,adult_one_hot,VAE,1000,6,5000,100,19,[0],0,0.607,0,1,0,18.5,RF,0,1,2.742178505,0.564867381,5.543304423,14.10915498,0.578800318,0.847930512,-0.122755915,-0.284570202,-0.188922911,6
0,adult_one_hot,VAE,1000,6,5000,100,20,[0],1,0.84,0.1,1,0,41.1,RF,0.5,2,8.186733004,1.493224187,38.55726991,241.2381243,0.670631742,0.974546513,-0.074035494,-0.043287559,-0.028889618,6
0,adult_one_hot,VAE,1000,6,5000,100,21,[1],1,0.833,0.045,1,0,24.5,RF,0.12,2,9.840699253,1.910977775,47.80857068,286.4996306,0.66427917,0.970952516,-0.086351051,-0.082770668,-0.055077095,6
0,adult_one_hot,VAE,1000,6,5000,100,22,[1],1,0.847,0.065,1,0,25.6,RF,0.18,2,8.540369799,1.725572645,42.84871859,280.4728662,0.658029944,0.970219742,-0.0885793,-0.082045366,-0.054778636,6
0,adult_one_hot,VAE,1000,6,5000,100,23,[0],1,0.835,0.016,1,0,20.8,RF,0.11,2,8.203416589,1.619913992,46.17905575,279.8049121,0.672281536,0.983446041,-0.047904534,0.010585574,0.007708582,6
0,adult_one_hot,VAE,1000,6,5000,100,24,[0],1,0.858,0.026,1,0,27.9,RF,0.23,3,8.263387037,1.516927594,39.30050776,277.1825146,0.667901748,0.97804425,-0.059899559,-0.011893379,-0.007717383,6
0,adult_one_hot,VAE,1000,6,5000,100,25,[0],1,0.806,0.11,1,0,27.5,RF,0.01,2,7.227547729,1.39904888,38.00307378,195.5558794,0.679569167,0.998339507,-0.004419162,0.030179071,0.020603562,6
0,adult_one_hot,VAE,1000,6,5000,100,26,[1],1,0.83,0.002,1,0,38.7,RF,0.36,3,8.198147597,1.560113585,37.40799797,219.9581879,0.6675213,0.983247968,-0.047414924,-0.053257082,-0.035555911,6
0,adult_one_hot,VAE,1000,6,5000,100,27,[1],1,0.839,0.012,1,0,24.1,RF,0.13,2,9.395348099,1.807143748,41.27964245,256.210023,0.651699068,0.961821843,-0.109038178,-0.119979041,-0.079891978,6
0,adult_one_hot,VAE,1000,6,5000,100,28,[0],0,0.83,0.042,1,0,28.5,RF,0.29,3,7.070596605,1.317340755,35.30015591,207.0394505,0.668777755,0.985870737,-0.034575501,-0.048217872,-0.032194439,6
0,adult_one_hot,VAE,1000,6,5000,100,29,[0],0,0.788,0.015,1,0,31.1,RF,0,2,6.33684573,1.197267613,39.21344832,184.5706828,0.688489464,1.012201875,0.030232488,0.03933407,0.02648754,6
0,adult_one_hot,VAE,1000,6,5000,100,30,[0],1,0.818,0.016,1,0,23.7,RF,0.36,2,9.663724719,1.983469915,41.84574179,229.8606122,0.659171152,0.965934896,-0.094345454,-0.075594804,-0.050489618,6
